LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
Q290,DOE,Q,24,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,,7185716900,55-20 Metropolitan Avenue,11385,1,Ridgewood,36,1009670,199063,aceacademyforscholars@gmail.com,ps290elementaryschool.com,2,3,2,24Q290,apply
Q295,DOE,Q,29,P.S./I.S. 295,,7184641433,222-14 Jamaica Avenue,11428,1,Queens Village,18,1058539,201931,dlavignejones@schools.nyc.gov,schools.nyc.gov/schoolportals/29/q295,5,9,3,29Q295,apply
Q303,DOE,Q,28,The Academy for Excellence through the Arts,,7184591358,108-55 69th Avenue,11375,1,Forest Hills,36,1027187,203487,bleto2@schools.nyc.gov,schools.nyc.gov/schoolportals/28/q303,2,7,3,28Q303,apply
Q305,DOE,Q,24,Learners and Leaders,,7183661061,378 Seneca Avenue,11385,1,Ridgewood,36,1007748,196964,lbotfel@schools.nyc.gov,schools.nyc.gov/schoolportals/24/q305,5,9,1,24Q305,apply
Q306,DOE,Q,27,New York City Academy for Discovery,,7184412165,95-16 89th Avenue,11421,1,Woodhaven,36,1026123,191341,cleone8@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q306,2,3,2,27Q306,apply
Q316,DOE,Q,27,Queens Explorers Elementary School,,7185587088,90-07 101st Avenue,11416,1,Woodhaven,136,1025819,188185,ps316ozonepark@gmail.com,schools.nyc.gov/schoolportals/27/q316,2,3,2,27Q316,apply
Q317,DOE,Q,27,Waterside Children's Studio School,,7186341344,190 Beach 110th Street,11694,1,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,54,1030962,150969,watersidecss@gmail.com,www.watersidecss.org,3,3,2,27Q317,apply
Q333,DOE,Q,27,Goldie Maple Academy,,7189453300,3-65 Beach 56th Street,11692,1,Hammels-Arverne-Edgemere,54,1043632,155747,alogansmith@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q333,2,3,1,27Q333,apply
Q342,Charter,Q,28,Rochdale Early Advantage Charter School,,7189780075,110-51 Guy R Brewer,11433,1,South Jamaica,36,1043021,191544,lrichardson@reacschool.com,schools.nyc.gov/schoolportals/28/q342,5,1,2,84Q342,Info
Q343,DOE,Q,24,The Children's Lab School,,7183613300,45-45 42nd Street,11104,1,Hunters Point-Sunnyside-West Maspeth,36,1005690,209816,info@ps343.org,www.ps343.org,2,3,2,24Q343,apply
Q349,DOE,Q,28,The Queens School for Leadership and Excellence,,7185586220,88-08 164th Street,11432,1,Jamaica,36,1040259,197536,ps349q@gmail.com,www.ps349.org,5,9,3,28Q349,apply
Q354,DOE,Q,28,P.S. 354,,7182761348,126-10 Bedell Street,11434,1,Springfield Gardens North,54,1046814,187212,raskew@schools.nyc.gov,www.ps354.org,2,3,2,28Q354,apply
Q360,DOE,Q,29,P.S. 360,,7187767370,199-10 112th Avenue,11412,1,St. Albans,36,1051739,195315,rcooke3@schools.nyc.gov,schools.nyc.gov/schoolportals/29/q360,5,9,3,29Q360,apply
Q361,DOE,Q,30,The Woodside Community School,,7185923300,39-07 57th Street,11377,1,Woodside,54,1010177,211695,ps361q@gmail.com,ps361q.org,5,9,3,30Q361,apply
Q362,DOE,Q,27,Wave Preparatory Elementary School,,7183277091,535 Briar Place,11691,1,Far Rockaway-Bayswater,54,1051396,157710,gferguson@schools.nyc.gov,schools.nyc.gov/schoolportals/27/q362,2,3,3,27Q362,apply
Q499,DOE,Q,25,"The Queens College School for Math, Science and Technology",Note: Program manages own admissions. Contact directly to apply.,7184617462,148-20 Reeves Avenue,11367,1,Kew Gardens Hills,18,1033561,208654,lrowe@schools.nyc.gov,schools.nyc.gov/schoolportals/25/q499,3,3,1,25Q499,Info
Q705,Charter,Q,30,Renaissance Charter School UPK,,7188030060,35-59 81 Street,11372,1,Jackson Heights,18,1015965,213020,fsmith@renaissancecharter.org,www.renaissancecharter.org,3,3,2,84Q705,Info
QAAB,NYCEEC,Q,28,Beth Gavriel/Sha'arei Zion Ohel Bracha,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188976771,7524 Grand Central Parkway,11375,1,Forest Hills,40,1030151,201241,shoshi1@aol.com,n/a,2,3,2,28QAAB,apply
QAAD,NYCEEC,Q,24,A Child's Place Too - 108th Street,,7185652170,32-20 108th Street,11369,1,East Elmhurst,45,1022679,215954,uprekacp@gmail.com,www.achildsplacetoo.com,3,3,2,24QAAD,apply
QAAM,NYCEEC,Q,28,Bais Yaakov Academy of Queens (Metropolitan Ave),<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188475352,124-50 Metropolitan Avenue,11415,1,Kew Gardens,38,1032132,196125,acohen.byqueens@gmail.com,n/a,7,3,1,28QAAM,apply
QABC,NYCEEC,Q,24,Christ the King Community Preschool,,7184176770,6802 Metropolitan Avenue,11379,1,Ridgewood,94,1015392,198784,jmichel@ctkny.org,www.ctkny.org,7,3,1,24QABC,apply
QABL,NYCEEC,Q,30,"Garden School, Inc.",,7183356363,3316 79th Street,11372,1,Jackson Heights,72,1015257,214287,info@gardenschool.org,www.gardenschool.org,7,3,1,30QABL,apply
QABS,NYCEEC,Q,27,Holy Child Jesus School,,7188493988,11102 86th Avenue,11418,1,Richmond Hill,54,1029198,193882,teaching82@verizon.net,www.hcjcany.org,2,3,1,27QABS,apply
QACC,NYCEEC,Q,30,Immaculate Conception School,,7187281969,21-63 29th Street,11105,1,Steinway,72,1008938,222555,principal@icsastoria.org,www.icsastoria.org,5,9,1,30QACC,apply
QACD,NYCEEC,Q,29,Incarnation School,,7184655066,8915 Francis Lewis Boulevard,11427,1,Jamaica Estates-Holliswood,36,1051318,201402,principal@incrcc.org,n/a,7,7,1,29QACD,apply
QACJ,NYCEEC,Q,28,Jewish Institute of Queens,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7184269369,6005 Woodhaven Boulevard,11373,1,Rego Park,108,1019847,205719,jneff2@hotmail.com,www.jiqueens.com,3,3,1,28QACJ,apply
QADN,NYCEEC,Q,27,Ave Maria Catholic Academy,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188487440,158-20 101st Street,11414,1,Lindenwood-Howard Beach,40,1030653,180295,mmcmanus@amcahb.org,www.amcahb.org,5,9,1,27QADN,apply
QADP,NYCEEC,Q,29,Our Lady of Lourdes Catholic Academy,,7184641480,92-80 220th Street,11428,1,Queens Village,18,1057271,202917,ollcatholicacademy@gmail.com,www.ollqv.net,5,9,1,29QADP,apply
QADQ,NYCEEC,Q,28,Our Lady of Mercy Catholic Academy,,7187932086,7025 Kessel Street,11375,1,Forest Hills,72,1025669,199385,principal@mercyhills.org,www.olmercyca.org,3,3,1,28QADQ,apply
QADR,NYCEEC,Q,24,Notre Dame Catholic Academy of Ridgewood,,7188212221,62-22 61st Street,11385,1,Ridgewood,54,1011438,198736,cuomondca@yahoo.com,n/a,5,9,1,24QADR,apply
QADX,NYCEEC,Q,26,Our Lady of the Blessed Sacrament School,,7182294434,34-45 202nd Street,11361,1,Bayside-Bayside Hills,36,1043630,218605,Ctapia85@hotmail.com,www.olbsschool.org,5,9,1,26QADX,apply
QADZ,NYCEEC,Q,28,Our Saviour Lutheran School,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188974343,6433 Woodhaven Boulevard,11374,1,Rego Park,90,1021451,201856,school@our-saviour.org,www.osnyec.org,3,3,1,28QADZ,apply
QAEG,NYCEEC,Q,30,Grace Lutheran School,,7185451129,3120 21st Avenue,11105,1,Steinway,36,1009778,222553,mary_leake@yahoo.com,www.astorialutheranschool.com,7,3,1,30QAEG,apply
QAEP,NYCEEC,Q,29,Sacred Heart Catholic Academy,,7185270123,115-50 221 Street,11411,1,Cambria Heights,18,1057101,193946,sacredheartrcch@gmail.com,n/a,5,9,3,29QAEP,apply
QAEQ,NYCEEC,Q,26,Sacred Heart School,,7186314804,216-01 38th Avenue,11361,1,Bayside-Bayside Hills,36,1048670,218950,shsbayside@aol.com,n/a,5,9,1,26QAEQ,apply
QAFC,NYCEEC,Q,27,Saint Camillus School,,7186345260,185 Beach 99th Street,11694,1,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,40,1034215,152042,ssmithgonz@aol.com,www.stcamillusschool.com,7,3,2,27QAFC,apply
QAFF,NYCEEC,Q,29,St. Clare Catholic Academy,,7185287174,137-25 Brookville Boulevard,11422,1,Rosedale,36,1057367,183175,mbasile@stclarecatholicacademy.org,www.stclarecatholicacademy.org,5,9,1,29QAFF,apply
QAFJ,NYCEEC,Q,27,Saint Elizabeth School,,7188430914,9401 85th Street,11416,1,Woodhaven,130,1024078,189131,secaupk@gmail.com,n/a,3,3,1,27QAFJ,apply
QAFR,NYCEEC,Q,27,Saint Helen Catholic Academy,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188354155,83-09 157th Avenue,11414,1,Lindenwood-Howard Beach,40,1025906,180210,czerillo@sthelencatholicacademy.org,www.sthelencatholicacademy.org,5,9,1,27QAFR,apply
QAFY,NYCEEC,Q,25,Saint Kevin School,,7183578110,4550 195th Street,11358,1,Auburndale,108,1043458,214348,stkevinschool@yahoo.com,www.stkevincatholicacademy.org,2,3,1,25QAFY,apply
QAGC,NYCEEC,Q,27,St. Mary Gate of Heaven,,7188460689,104-06 101st Avenue,11416,1,Richmond Hill,60,1028934,189348,corsoralph@gmail.com,www.smgh.org,5,9,1,27QAGC,apply
QAGI,NYCEEC,Q,28,Saint Nicolas of Tolentine School,,7183801900,8022 Parsons Boulevard,11435,1,Kew Gardens Hills,36,1037220,201441,svidal@sntschool.org,www.sntschoolny.org,3,3,1,28QAGI,apply
QAGP,NYCEEC,Q,30,St. Sebastian School,,7184291982,39-76 58th Street,11377,1,Woodside,60,1010268,211199,ssspka@stsebastianschool.org,www.stsebastianschool.org,2,3,1,30QAGP,apply
QAGR,NYCEEC,Q,24,Saint Stanislaus Kostka School,,7183261585,6117 Grand Avenue,11378,2,Maspeth,76,1010852,202335,eccdflynn@yahoo.com,www.ststansschool.org,2,2,1,24QAGR,apply
QAGU,NYCEEC,Q,27,St. Thomas Apostle Catholic Academy,<p><strong> Enhanced Language Support</strong>: Spanish</p>,7188473904,8749 87th Street,11421,1,Woodhaven,72,1023925,191363,stafpq@nyc.rr.com,www.stawoodhaven.com,3,7,1,27QAGU,apply
QAGW,NYCEEC,Q,24,Sesame Sprout,<p><strong> Enhanced Language Support</strong>: Spanish</p>,7182712294,95-15 Horace Harding Expressway Corona,11368,1,Corona,61,1021890,206874,jrogers@sesamesproutschool.com,www.sesamesproutschool.com,7,6,1,24QAGW,apply
QAHG,NYCEEC,Q,29,Stepping Stone Pre & Grade School,,7184652344,114-28 Francis Lewis Boulevard,11412,1,Queens Village,54,1054042,194693,steppingstone1982@hotmail.com,n/a,5,9,1,29QAHG,apply
QAHH,NYCEEC,Q,25,"Stepping Stone Day School, Inc.","<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7185919093,7740 Vleigh Place,11367,1,Kew Gardens Hills,44,1033973,201635,yvettea@steppingstonedayschool.org,www.steppingstonedayschool.org,7,2,1,25QAHH,apply
QAHI,NYCEEC,Q,29,Saints Joachim and Anne School,,7184652230,218-19 105th Avenue,11429,1,Queens Village,36,1056665,198781,ssjaschool@aol.com,www.ssjaschool.org,5,9,1,29QAHI,apply
QAIM,NYCEEC,Q,25,Yeshiva of Central Queens,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7187938500,147-37 70th Road,11367,1,Kew Gardens Hills,40,1034287,205179,hgoodrich@ycq.us,www.ycqweb.com,5,9,2,25QAIM,apply
QAIR,NYCEEC,Q,28,Yeshiva Tifereth Moshe Day Care,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188467300,8306 Abingdon Road,11415,1,Kew Gardens,38,1030317,197186,ytmdaycare@gmail.com,www.tiferesmoshe.org,3,3,2,28QAIR,apply
QAJB,NYCEEC,Q,24,"Books and Rattles, Inc. Site 2",,7183817777,6308 69th Place,11379,1,Middle Village,54,1015684,200269,peekaboolc1@aol.com,www.booksandrattlesinc.com,3,3,1,24QAJB,apply
QAJR,NYCEEC,Q,25,YMCA of Greater New York - Flushing,,7185519356,13846 Northern Boulevard,11354,1,Flushing,58,1032134,217713,lrothstein@ymcanyc.org,www.ymcanyc.org/flushing,3,3,2,25QAJR,apply
QAJX,NYCEEC,Q,26,YMCA of Greater New York - Cross Island,,7185519313,238-10 Hillside Avenue,11426,1,Bellerose,54,1059999,206585,sbatra@ymcanyc.org,www.ymcanyc.org,7,3,1,26QAJX,apply
QAKA,NYCEEC,Q,26,Little Meadows Early Childhood Center,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7184546460,67-25 188th Street,11365,1,Fresh Meadows-Utopia,28,1043960,207622,lmecc@littlemeadows.org,www.littlemeadows.org,3,3,1,26QAKA,apply
QAKH,NYCEEC,Q,26,Samuel Field YM & YWHA (Little Neck),"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7182256750,5820 Little Neck Parkway,11362,1,Douglas Manor-Douglaston-Little Neck,54,1060952,216861,sfy@sfy.org ,www.sfy.org,3,7,1,26QAKH,apply
QAKM,NYCEEC,Q,30,Mi Nuevo Mundo (31-05 51st Street),<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7184768030,31-05 51st Street,11377,1,Woodside,40,1009780,215055,colospinora@gmail.com,n/a,5,9,1,30QAKM,apply
QAKQ,NYCEEC,Q,24,Denizko DCC,<p><strong> Enhanced Language Support</strong>: Chinese</p>,7184260123,51-07 69th Street,11377,1,Maspeth,13,1013068,207024,one23stepahead@gmail.com,n/a,3,7,2,24QAKQ,apply
QAKT,NYCEEC,Q,24,Mi Nuevo Mundo,,7184763128,100-05 39th Avenue,11368,1,North Corona,18,1021523,212542,mnm104100@gmail.com,n/a,3,3,2,24QAKT,apply
QAKV,NYCEEC,Q,25,Honeypot Day Care,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7185392388,140-22 Beech Avenue,11355,1,Flushing,38,1033291,214258,honeypotdcc@gmail.com,www.honeypotdcc.com,3,6,1,25QAKV,apply
QAKW,NYCEEC,Q,27,Kwanis First Step,,7188480300,8212 151st Avenue,11414,1,Lindenwood-Howard Beach,28,1025201,182541,sam.verdi@heartshare.org,www.heartshare.org,2,7,2,27QAKW,apply
QAKY,NYCEEC,Q,25,Kissena Cherry Day Care,,9179526727,14026 Cherry Avenue,11355,1,Flushing,76,1033451,214074,flora888c@yahoo.com,www.kissenadaycare.com,2,6,1,25QAKY,apply
QAKZ,NYCEEC,Q,26,"Bright Beginnings in Queens Village, Inc.",,7182643860,8045 Winchester Boulevard,11427,1,Bellerose,18,1057959,208147,bbqv@verizon.net,www.brightbeginningsinqueensvillage.com,5,9,1,26QAKZ,apply
QALA,NYCEEC,Q,25,Rainbow Child Dev Center,<p><strong> Enhanced Language Support</strong>: Chinese</p>,7183211610,13320 Avery Avenue,11355,1,Flushing,72,1031223,213669,info@rainbowchildlearning.com,www.rainbowchildlearning.com,3,7,1,25QALA,apply
QALC,NYCEEC,Q,25,Little Sweet Angels Preschool,<p><strong> Enhanced Language Support</strong>: Chinese</p>,7188881819,14627 Beech Avenue,11355,1,East Flushing,36,1034710,215413,daphneyeh.lsaprek@gmail.com,www.littlesweetangels.com,3,7,1,25QALC,apply
QALD,NYCEEC,Q,26,Kiddie Academy of Little Neck,,7182292829,25220 Northern Boulevard,11362,1,Douglas Manor-Douglaston-Little Neck,54,1057361,219909,kiddieacademy.littleneck@gmail.com,www.kiddieacademy.com,3,3,1,26QALD,apply
QALM,NYCEEC,Q,26,Professional Childcare Inc.,,7182295357,3803 Francis Lewis Boulevard,11358,1,Bayside-Bayside Hills,18,1043729,217154,ny1school@gmail.com,n/a,5,7,1,26QALM,apply
QALO,NYCEEC,Q,28,Imagine Early Learning Center,,7185575520,1 Jamaica Center Plaza,11432,1,Jamaica,15,1039591,195561,catherine@imagineelc.com,www.imagineelc.com,5,1,1,28QALO,apply
QALP,NYCEEC,Q,29,Early Sunrise Preschool,,7187369064,18708 Hillside Avenue,11432,1,Jamaica,29,1046625,199764,horna21547@aol.com,n/a,3,7,1,29QALP,apply
QALQ,NYCEEC,Q,30,Elber Islamic School,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,9173621130,25-42 49th Street,11103,1,Astoria,34,1010449,217447,amohamed2@gmail.com,n/a,5,9,2,30QALQ,apply
QALW,NYCEEC,Q,24,Peek-A-Boo! Learning Center,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7188991532,75-02 51st Avenue,11373,1,Elmhurst-Maspeth,50,1015134,207647,areyes@booksandrattlesinc.com,www.booksandrattlesinc.com,3,3,1,24QALW,apply
QAMB,NYCEEC,Q,30,Jackson Heights Learning Center Annex,<p><strong> Enhanced Language Support</strong>: Spanish</p>,6463541766,7910 34th Avenue,11372,1,Jackson Heights,20,1015387,213798,trose72@yahoo.com,n/a,2,2,1,30QAMB,apply
QAMJ,NYCEEC,Q,27,Little Dolphin,,7186417754,10701 Crossbay Boulevard,11417,1,Ozone Park,40,1027458,186575,dolphin10701@yahoo.com,www.littledolphin.org,2,7,1,27QAMJ,apply
QAMK,NYCEEC,Q,30,Lolly's Early Childhood Center,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,5168526339,5-44 47 Avenue,11101,3,Hunters Point-Sunnyside-West Maspeth,17,996678,211019,ilana@lollyslearningcenter.com,n/a,5,9,1,30QAMK,Info
QAMN,NYCEEC,Q,27,"Richmond Hill Day Care, Inc.",<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7184418191,11524 Myrtle Avenue,11418,1,Richmond Hill,20,1030131,194459,richhilldc@gmail.com,n/a,3,7,1,27QAMN,apply
QAMO,NYCEEC,Q,24,Greater Ridgewood Youth Council,,7184565437,5903 Summerfield Street,11385,1,Ridgewood,54,1012573,194126,lstarsprek@thegryc.org,www.thegryc.org,3,3,2,24QAMO,apply
QAMS,NYCEEC,Q,30,Kid Krazy,,7182040646,2519 27th Street,11102,1,Old Astoria,18,1006236,220405,kdkrzyprschl@aol.com,www.kidkrazypreschool.com,7,7,1,30QAMS,apply
QAMT,NYCEEC,Q,27,Ralph Hirschkorn Child Care Center,<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183271141,310 Beach 20th Street,11691,1,Far Rockaway-Bayswater,54,1052497,157065,rhccclynn@hotmail.com,n/a,3,3,2,27QAMT,apply
QAMU,NYCEEC,Q,29,Saratoga Early Childhood Education Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7182440670,17515 Rockaway Boulevard,11434,1,Springfield Gardens South-Brookville,18,1047979,179009,fperez@hfhnyc.org,www.hfh.org,3,3,1,29QAMU,apply
QAMV,NYCEEC,Q,30,SCO Family of Services Jerome Hardeman ECE,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7187791660,29-49 Gillmore Street,11369,1,East Elmhurst,75,1021559,217028,mfadoul@sco.com,www.sco.org,3,7,1,30QAMV,apply
QANH,NYCEEC,Q,27,"Quick Start Day Care Center, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7186596928,126-22 150th Street,11436,1,Baisley Park,41,1043013,184443,quickdayc@aol.com,n/a,3,7,1,27QANH,apply
QANJ,NYCEEC,Q,28,North Side School - Parsons (Half-Day),"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7182295050,84-60 Parson Boulevard,11432,3,Briarwood-Jamaica Hills,18,1037855,199043,melissa.johnson@bumblebeesrus.com,n/a,5,9,3,28QANJ,Info
QANR,NYCEEC,Q,24,Malcolm X Day Care,<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7186517880,11112 Northern Boulevard,11368,1,North Corona,60,1023487,215443,cannadyh@e-s-s.org,www.shelteringarmsny.org,3,7,2,24QANR,apply
QANS,NYCEEC,Q,29,"A To Z Center Too, Inc.",,7187408400,220-24 Jamaica Avenue,11428,2,Queens Village,166,1057990,201389,atoztoo@yahoo.com,www.atozcentertoo.com,3,3,2,29QANS,apply
QANT,NYCEEC,Q,30,Child Center of NY 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7189432800,6002 Roosevelt Avenue,11377,1,Woodside,53,1010775,210892,mariemason@childcenterny.org,www.childcenterny.org,2,2,1,30QANT,apply
QANU,NYCEEC,Q,24,Happy Dragon of New York,,3476101807,8602 57th Avenue,11373,1,Elmhurst,52,1018560,206190,jane@happydragonschool.com,n/a,7,6,1,24QANU,apply
QANV,NYCEEC,Q,28,"Happy Dragon of USA, Inc.",,7182715637,9825 Horace Harding Expressway,11368,1,Corona,98,1023092,207335,director@happydragonschool.com,www.happydragonschool.com,2,6,1,28QANV,apply
QANZ,NYCEEC,Q,27,Battalion Christian Academy,,7186347172,454 Beach 67th Street,11692,1,Hammels-Arverne-Edgemere,18,1040832,155752,bcafarrockaway@gmail.com,www.battalionchurch.org,3,3,1,27QANZ,apply
QAOC,NYCEEC,Q,28,Afro American Parents,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183229080,117-02 Guy Brewer Boulevard,11434,1,Baisley Park,34,1044444,188614,bev11435@yahoo.com,n/a,3,2,1,28QAOC,apply
QAOO,NYCEEC,Q,28,Forest Park - Beth Jacob,<p><strong> Enhanced Language Support</strong>: Spanish</p>,7188964444,10235 63rd Road,11375,1,Forest Hills,88,1024762,206421,info@forestparkschool.org,www.forestparkpreschool.com,3,7,1,28QAOO,apply
QAOQ,NYCEEC,Q,27,Rockaway Child Care Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183271384,1466 Beach Channel Drive,11691,1,Far Rockaway-Bayswater,36,1052657,161556,rockawayccc@aol.com,n/a,3,7,2,27QAOQ,apply
QAOW,NYCEEC,Q,27,All My Children Day Care 6,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183222030,11716 Sutphin Boulevard,11434,1,Baisley Park,38,1041929,187190,info@amcearlylearn.com,www.allmychildrendaycare.com,3,7,1,27QAOW,apply
QAPB,NYCEEC,Q,28,All My Children Day Care 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7185766812,11015 164th Place,11433,1,South Jamaica,40,1043320,192055,dasbinah@yahoo.com,www.allmychildrendaycare.com,3,3,1,28QAPB,apply
QAPD,NYCEEC,Q,24,NY League Forest Hills West,"<p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7186399750,6325 Dry Harbor Road,11379,1,Middle Village,16,1019200,202159,mary.rosa@yai.org,www.yai.org,2,3,2,24QAPD,apply
QAPK,NYCEEC,Q,28,Concerned Parents of Jamaica Early Learning Center,<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7186584091,143-04 101st Avenue,11435,1,Jamaica,69,1037461,192551,mmenrtor1cpjelc@gmail.com,www.concernedparentsofjamaica.com,3,3,1,28QAPK,apply
QAPL,NYCEEC,Q,28,Sholom Day Care 1,<p><strong> Enhanced Language Support</strong>: Russian</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7188502934,8204 Lefferts Boulevard,11418,1,Kew Gardens,29,1031021,197082,sholomdaycare@aol.com,n/a,3,7,1,28QAPL,apply
QAPM,NYCEEC,Q,28,Charles R Drew ELC 3,<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7185237600,16515 Archer Avenue,11433,1,Jamaica,47,1041488,195880,crddcc@aol.com,www.charlesrdrewforsuccess.org,3,7,1,28QAPM,apply
QAPU,NYCEEC,Q,29,"Xcel Tiny Tots, Inc.",<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7187402557,113-15 Springfield Boulevard,11429,1,Queens Village,18,1056237,195786,xceltinytotsupk@gmail.com,www.xceltinytots.com,3,3,1,29QAPU,apply
QAPW,NYCEEC,Q,30,Queensbridge ECDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7187226026,38-11 27th Street,11101,1,Queensbridge-Ravenswood-Long Island City,72,1002190,214407,desiree.fyson@ccbq.org,www.ccbq.org,3,3,1,30QAPW,apply
QAQC,NYCEEC,Q,27,Howard Beach Judea Center,,7188481111,16205 90th Street,11414,1,Lindenwood-Howard Beach,18,1028260,177412,fantasyrich@aol.com,n/a,3,3,1,27QAQC,apply
QARC,NYCEEC,Q,27,Lucille Rose DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7186340331,148 Beach 59th Street,11692,1,Hammels-Arverne-Edgemere,54,1042926,154458,lucillerosedcc@twcmetrobiz.com,n/a,3,3,1,27QARC,apply
QARE,NYCEEC,Q,30,PAL Woodside Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7182783616,5037 Broadway,11377,1,Astoria,29,1009179,214270,skelley@palnyc.org,www.palnyc.org,3,7,1,30QARE,apply
QARG,NYCEEC,Q,28,South Jamaica Center For Children and Parents Inc. Center 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7185262500,11402 Guy R Brewer Boulevard,11434,1,Baisley Park,34,1043689,190280,acanteysjc@aol.com,n/a,3,7,1,28QARG,apply
QARK,NYCEEC,Q,27,Sholom Day Care 2,<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7188502934,8437 118th Street,11418,1,Kew Gardens,14,1030436,195628,sholomdaycare@aol.com,n/a,3,7,1,27QARK,apply
QARN,NYCEEC,Q,28,All My Children Day Care 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7185766812,97-30 Queens Boulevard,11374,1,Rego Park,37,1023251,204899,allmy424@aol.com,www.allmychildrendaycare.com,3,7,1,28QARN,apply
