LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
QAGR,NYCEEC,Q,24,Saint Stanislaus Kostka School,,(718) 326-1585,6117 Grand Avenue,11378,3,Maspeth,36,1010927,202441,ststansupk@gmail.com,ststansschool.org,8,3,1,24QAGR
QAGU,NYCEEC,Q,27,Saint Thomas the Apostle School,,(718) 847-3904,8749 87th Street,11421,1,Woodhaven,72,1024009,191219,stafpq@nyc.rr.com,stawoodhaven.com,3,7,1,27QAGU
QAGW,NYCEEC,Q,24,Sesame Sprout,,(718) 271-2294,96-08 57 Avenue,11368,1,Corona,63,1021854,207553,skrinsky@sesamesproutschool.com,sesamesproutschool.com,7,7,1,24QAGW
QAHH,NYCEEC,Q,25,"Stepping Stone Day School, Inc.",,(718) 591-9093,7740 Vleigh Place,11367,1,Kew Gardens Hills,44,1033919,201620,yvettea@steppingstonedayschool.org,steppingstonedayschool.org,7,2,1,25QAHH
QAIR,NYCEEC,Q,28,Yeshiva Tifereth Moshe Day Care,,(718) 846-7300,8306 Abingdon Road,11415,1,Kew Gardens,19,1030263,197144,ytmdaycare@gmail.com,tiferesmoshe.org,3,3,1,28QAIR
QAJB,NYCEEC,Q,24,"Books and Rattles, Inc. Site 2",,(718) 381-7777,6308 69th Place,11379,1,Middle Village,15,1015680,200155,peekaboolc1@aol.com,booksandrattlesinc.com,3,3,1,24QAJB
QAJR,NYCEEC,Q,25,YMCA of Greater New York - Flushing,,(718) 551-9356,13846 Northern Boulevard,11354,1,Flushing,56,1032345,217683,lrothstein@YMCAnyc.org,ymcanyc.org/flushing,3,3,2,25QAJR
QAJX,NYCEEC,Q,26,YMCA of Greater New York - Cross Island,,(718) 551-9313,238-10 Hillside Avenue,11426,1,Bellerose,54,1059754,206399,sbatra@YMCAnyc.org,ymcanyc.org,7,3,1,26QAJX
QAKA,NYCEEC,Q,26,Little Meadows Early Childhood Center,,(718) 454-6460,67-25 188th Street,11365,1,Fresh Meadows - Utopia,28,1044022,207670,lmecc@littlemeadows.org,littlemeadows.org,3,3,1,26QAKA
QAKH,NYCEEC,Q,26,Samuel Field YM & YWHA (Little Neck),,(718) 225-6750,5820 Little Neck Pkwy.,11362,1,Douglas Mnr- Douglaston - Little Neck,54,1060902,216694,tcampo@sfy.org,sfy.org,3,7,1,26QAKH
QAKQ,NYCEEC,Q,24,Denizko DCC,,(718) 426-0123,51-07 69th Street,11377,1,Maspeth,13,1013141,207040,one23stepahead@gmail.com,,3,7,1,24QAKQ
QAKT,NYCEEC,Q,24,Mi Nuevo Mundo,,(718) 476-3128,100-05 39th Avenue,11368,1,North Corona,18,1021520,212594,mnm104100@gmail.com,,3,3,2,24QAKT
QAKV,NYCEEC,Q,25,Honeypot Day Care,,(718) 539-2388,140-22 Beech Avenue,11355,1,Flushing,53,1033397,214282,honeypotdcc@gmail.com,honeypotdcc.com,3,6,1,25QAKV
QAKW,NYCEEC,Q,27,Kwanis First Step,,(718) 848-0300,8212 151st Avenue,11414,1,Lindenwood - Howard Beach,28,1025352,182507,sam.verdi@heartshare.org,heartshare.org,2,7,2,27QAKW
QAKY,NYCEEC,Q,25,Kissena Cherry Day Care,,(917) 952-6727,14026 Cherry Avenue,11355,1,Flushing,76,1033587,214128,flora888c@yahoo.com,kissenadaycare.com,2,6,1,25QAKY
QAKZ,NYCEEC,Q,26,"BRIGHT BEGINNINGS IN QUEENS VILLAGE, INC.",,(718) 264-3860,8045 Winchester Boulevard,11427,1,Bellerose,18,1059334,207936,bbqv@verizon.net,Brightbeginningsinqueensvillage.com,5,9,3,26QAKZ
QALA,NYCEEC,Q,25,Rainbow Child Dev Center,,(718) 321-1610,13320 Avery Avenue,11355,1,Flushing,72,1031102,213556,info@rainbowchildlearning.com,rainbowchildlearning.com,3,7,1,25QALA
QALC,NYCEEC,Q,25,Little Sweet Angels Preschool,,(718) 888-1819,14627 Beech Avenue#1B,11355,1,East Flushing,36,1034728,215538,daphneyeh.lsaprek@gmail.com,littlesweetangels.com,3,7,2,25QALC
QALD,NYCEEC,Q,26,Kiddie Academy of Little Neck,,(718) 229-2829,25220 Northern Boulevard3rd Floor,11362,1,Douglas Mnr- Douglaston - Little Neck,54,1057488,219913,kiddieacademy.littleneck@gmail.com,kiddieacademy.com,3,3,1,26QALD
QALM,NYCEEC,Q,26,Professional Childcare Inc.,,(718) 229-5357,3803 Francis Lewis Boulevard,11358,1,Bayside - Bayside Hills,18,1043792,217155,ny1school@gmail.com,,1,7,1,26QALM
QALO,NYCEEC,Q,28,Imagine Early Learning Center,,(718) 557-5520,1 Jamaica Center Plaza,11432,1,Jamaica,15,1039468,195353,catherine@imagineelc.com,imagineelc.com,5,1,1,28QALO
QALP,NYCEEC,Q,29,Early Sunrise Preschool,,(718) 736-9064,18708 Hillside Avenue,11432,1,Jamaica,29,1046665,199698,horna21547@aol.com,,3,7,2,29QALP
QALQ,NYCEEC,Q,30,Elber Islamic School,,(917) 362-1130,25-42 49th Street,11103,1,Astoria,34,1010414,217481,amohamed2@gmail.com,,5,9,3,30QALQ
QALW,NYCEEC,Q,24,Peek-A-Boo! Learning Center,,(718) 899-1532,75-02 51st Avenue,11373,1,Elmhurst - Maspeth,20,1015239,207610,areyes@booksandrattlesinc.com,booksandrattlesinc.com,3,3,1,24QALW
QAMB,NYCEEC,Q,30,Jackson Heights Learning Center Annex,,(917) 382-5150,7910 34 Avenue  Suite 1X,11372,1,Jackson Heights,20,1015411,213723,jacksonheightselc@gmail.com,,3,6,2,30QAMB
QAMJ,NYCEEC,Q,27,Little Dolphin,,(718) 641-7754,10701 Crossbay Boulevard,11417,1,Ozone Park,40,1027563,186624,dolphin10701@yahoo.com,littledolphin.org,2,7,1,27QAMJ
QAMN,NYCEEC,Q,27,"Richmond Hill Day Care, Inc.",,(718) 441-8191,11524 Myrtle Avenue,11418,1,Richmond Hill,20,1030274,194385,richhilldc@gmail.com,,1,7,1,27QAMN
QAMO,NYCEEC,Q,24,Greater Ridgewood,,(718) 456-5437,5903 Summerfield Street,11385,1,Ridgewood,54,1012517,194119,lstarsprek@thegryc.org,thegryc.org,3,3,2,24QAMO
QAMS,NYCEEC,Q,30,Kid Krazy,,(718) 204-0646,2519 27 Street,11102,1,Old Astoria,18,1006262,220364,kdkrzyprschl@aol.com,kidkrazypreschool.com,7,7,1,30QAMS
QAMT,NYCEEC,Q,27,Ralph Hirschkorn Child Care Center,,(718) 327-1141,310 Beach 20th Street,11691,1,Far Rockaway - Bayswater,48,1052560,157261,rhccclisa@hotmail.com,,3,3,1,27QAMT
QAMU,NYCEEC,Q,29,Saratoga Early Childhood Education Center,,(718) 244-0670,17515 Rockaway Boulevard,11434,1,Springfield Gardens S - Brookville,12,1048162,179040,jameddir@verizon.net,,3,7,1,29QAMU
QAMV,NYCEEC,Q,30,SCO Family of Services Jerome Hardeman ECE,,(718) 779-1660,29-49 Gillmore Street,11369,1,East Elmhurst,75,1021867,216706,mfadoul@sco.com,sco.org/programs/early-childhood/,3,7,1,30QAMV
QANH,NYCEEC,Q,27,Quick Start Day Care Center Inc.,,(718) 659-6928,126-22 150th Street,11436,1,Baisley Park,26,1042850,184315,quickdayc@aol.com,,3,7,1,27QANH
QANO,NYCEEC,Q,24,International Chidren's School,,(718) 271-1000,57-27 Penrod Street,11368,3,Corona,51,1024153,208805,internationalchildren@yahoo.com,,1,7,1,24QANO
QANS,NYCEEC,Q,29,"A to Z Center Too, Inc.",,(718) 740-8400,220-24 Jamaica Avenue,11428,1,Queens Village,130,1058114,201386,ATOZTOO@YAHOO.COM,atozcentertoo.com,3,3,1,29QANS
QANT,NYCEEC,Q,30,Child Center of NY 1,,(718) 943-2800,6002 Roosevelt Avenue,11377,1,Woodside,53,1010890,210856,mariemason@childcenterny.org,childcenterny.org,2,2,1,30QANT
QANU,NYCEEC,Q,24,Happy Dragon of New York,,(718) 397-5733,8602 57th Avenue,11373,1,Elmhurst,52,1018566,206123,director@happydragonschool.com,happydragonschool.com,7,6,1,24QANU
QANV,NYCEEC,Q,28,Happy Dragon of USA Inc.,,(718) 271-5637,9825 Horace Harding Expressway,11368,1,Corona,98,1023141,207444,director@happydragonschool.com,happydragonschool.com,2,6,1,28QANV
QANZ,NYCEEC,Q,27,Battalion Christian Academy,,(718) 634-7172,454 Beach 67 Street,11692,1,Hammels - Arverne - Edgemere,18,1040910,155872,bcafarrockaway@gmail.com,battalionchurch.org,7,8,2,27QANZ
QAOC,NYCEEC,Q,28,Afro American Parents,,(347) 676-5077,117-02 Guy Brewer Blvd,11434,1,Baisley Park,16,1044395,188580,aapedcc3@aol.com,,3,2,1,28QAOC
QAOO,NYCEEC,Q,28,Forest Park - Beth Jacob,,(718) 896-4444,10235 63rd Road,11375,1,Forest Hills,148,1024841,206519,info@forestparkschool.org,forestparkpreschool.com,3,7,1,28QAOO
QAOQ,NYCEEC,Q,27,Rockaway Child Care Center,,(718) 327-1384,1466 Beach Channel Dr.,11691,1,Far Rockaway-Bayswater,18,1052952,161672,rockawayccc@aol.com,,3,7,1,27QAOQ
QAOW,NYCEEC,Q,27,All My Children Day Care 6,,(718) 322-2030,11716 Sutphin Boulevard,11434,1,Baisley Park,40,1041882,187064,info@amcearlylearn.com,allmychildrendaycare.com,3,7,1,27QAOW
QAPB,NYCEEC,Q,28,All My Children Day Care 4,,(718) 526-5911,11015 164th Place,11433,1,South Jamaica,40,1043382,192083,info@allmychildrendaycare.com,allmychildrendaycare.com,3,7,1,28QAPB
QAPD,NYCEEC,Q,24,NY League Forest Hills West,,(718) 639-9750,6325 Dry Harbor Road,11379,1,Middle Village,16,1019247,202210,mary.rosa@yai.org,yai.org,2,3,2,24QAPD
QAPK,NYCEEC,Q,28,Concerned Parents of Jamaica Early Learning Center,,(718) 658-4091,143-04 101st Avenue,11435,1,Jamaica,69,1037526,192496,mmenrtor1cpjelc@gmail.com,concernedparentsofjamaica.com,3,3,2,28QAPK
QAPL,NYCEEC,Q,28,Sholom Day Care 1,,(718) 850-2934,8204 Lefferts Boulevard,11418,1,Kew Gardens,30,1030936,197073,sholomdaycare@aol.com,,3,7,1,28QAPL
QAPM,NYCEEC,Q,28,Charles R Drew ELC 3,,(718) 523-7600,16515 Archer Avenue,11433,1,Jamaica,38,1041433,195926,crddcc@aol.com,charlesrdrewforsuccess.org,3,7,2,28QAPM
QAPP,NYCEEC,Q,29,Be Above Site 16,,(718) 978-0400,189-26 Linden Blvd,11412,1,St. Albans,56,1050411,191374,jameddir@verizon.net,,3,3,2,29QAPP
QAPS,NYCEEC,Q,29,Be Above 22 (New World Education Center),,(718) 528-8751,13737 Farmers Boulevard,11434,1,Springfield Gardens North,30,1049800,184577,nwecsamuels@hotmail.com,babove.com,3,7,1,29QAPS
QAPU,NYCEEC,Q,29,Xcel Tiny Tots Inc.,,(718) 740-2557,113-15 Springfield Blvd,11429,1,Queens Village,18,1056311,195743,XceltinytotsUPK@gmail.com,XcelTinyTots.com,3,3,1,29QAPU
QAPW,NYCEEC,Q,30,Queensbridge ECDC,,(718) 722-6026,38-11 27th Street,11101,1,Queensbridge-Ravenswood-Long Island City,96,1002192,214313,desiree.fryson@ccbq.org,ccbq.org,3,3,1,30QAPW
QAQC,NYCEEC,Q,27,Howard Beach Judea Center,,(718) 848-1111,16205 90th Street,11414,1,Lindenwood - Howard Beach,18,1028325,177403,fantasyrich@aol.com,,3,3,2,27QAQC
QARC,NYCEEC,Q,27,Lucille Rose DCC,,(718) 634-0331,148 Beach 59th St,11692,1,Hammels - Arverne - Edgemere,36,1043060,154568,lucillerosedcc@twcmetrobiz.com,,3,7,1,27QARC
QARE,NYCEEC,Q,30,PAL Woodside Early Learn Center,,(718) 278-3616,5037 Broadway,11377,1,Astoria,31,1009287,214406,skelley@palnyc.org,palnyc.org,3,7,1,30QARE
QARG,NYCEEC,Q,28,South Jamaica Center for Children and Parents Inc. Center 1,,(718) 526-2500,11402 Guy R Brewer Boulevard,11434,1,Baisley Park,34,1043654,190194,acanteysjc@aol.com,,3,7,1,28QARG
QARK,NYCEEC,Q,27,Sholom Day Care 2,,(718) 850-2934,8437 118th Street,11418,1,Kew Gardens,14,1030561,195499,shalomdaycare@aol.com,,3,7,1,27QARK
QARN,NYCEEC,Q,28,All My Children Day Care 8,,(718) 786-1166,97-30 Queens Blvd,11374,1,Rego Park,37,1023236,204754,eyusupova@amcearlylearn.com, ,3,3,2,28QARN
QARO,NYCEEC,Q,27,Committee for Early Childhood Development Head Start 2,,(718) 848-0276,11721 Sutphin Boulevard,11434,1,Baisley Park,122,1042016,187099,charlucie@hotmail.com,cecdhs.org,3,1,1,27QARO
QARP,NYCEEC,Q,28,Myrtle P. Jarmon ECEC,,(718) 528-0922,11655 Guy R. Brewer Boulevard,11434,1,Baisley Park,23,1044519,189050,mpjecec@yahoo.com,,3,3,1,28QARP
QARQ,NYCEEC,Q,26,All My Children,,(718) 576-6812,83-10 188 Street,11423,1,Jamaica Estates - Holliswood,21,1045461,203314,grosler@amcearlylearn.com,amcearlylearn.com,3,7,1,26QARQ
QARX,NYCEEC,Q,24,Redeemer Lutheran School,,(718) 821-6670,6926 Cooper Avenue,11385,1,Glendale,18,1017123,194776,redluthglenam@aol.com,redeemerLutheranschool.org,5,9,3,24QARX
QASB,NYCEEC,Q,24,Mi Nuevo Mundo,,(718) 476-3128,104-19 39th Avenue,11368,1,North Corona,32,1022636,212934,mnm104100@gmail.com,,3,2,2,24QASB
QASC,NYCEEC,Q,25,Saint Mel School,,(718) 539-8211,15424 26th Avenue,11354,3,Murray Hill,34,1037102,221173,cstein@stmelsacademy.org,stmelsacademy.org,8,3,1,25QASC
QASD,NYCEEC,Q,26,Immanuel Genius,,(718) 819-0190,"213-03 Northern Boulevard, 3Fl.",11361,1,Bayside - Bayside Hills,49,1047947,216381,Geniusd26@gmail.com,immanuelgenius.com,3,6,1,26QASD
QASE,NYCEEC,Q,28,"Talented Little Children III/ TLC Spirit, LLC.",,(718) 658-4384,104-40 134th Street,11419,3,South Ozone Park,24,1036286,190784,tlcspirit2000@gmail.com,TLCPreschoolnyc.com,3,7,2,28QASE
QASF,NYCEEC,Q,28,Ira's Parkway Day Care,,(718) 739-6500,14120 Grand Central Parkway,11435,1,Briarwood - Jamaica Hill,18,1034924,199998,lindapinkhasov@gmail.com,Irasdaycare.com,3,3,1,28QASF
QASG,NYCEEC,Q,25,Positive Beginnings II,,(718) 261-0211,71-25 Main Street,11367,1,Kew Gardens Hills,40,1033674,204304,Iecheverry@positivebeginnings.org,Positive Beginnings.org,3,3,1,25QASG
QASH,NYCEEC,Q,26,Jewish Institute of Queens,,(718) 480-0100,64-41 Utopia Parkway,11365,1,Fresh Meadows - Utopia,36,1041702,207852,OFFICE@QUEENSGYMNASIA.ORG,JIQUEENS.COM,3,3,1,26QASH
QASI,NYCEEC,Q,29,"Early Sunrise Preschool and Kindergarten, Inc.",,(718) 736-9064,187-10 Hillside Avenue,11432,1,Jamaica,28,1046683,199706,horna21547@aol.com,,3,7,2,29QASI
QASJ,NYCEEC,Q,28,Northside School,,(718) 298-6161,84-60 Parsons Blvd,11432,1,Briarwood - Jamaica Hill,54,1037801,198967,david@nextstepcg.com,northside123.com,3,3,1,28QASJ
QASK,NYCEEC,Q,30,Jackson Children's Services,,(718) 779-8800,3602 14th Street,11106,1,Queensbridge-Ravenswood-Long Island City,10,1001433,216147,jackdevctr@aol.com,Jacksonchild.com,5,3,2,30QASK
QASL,NYCEEC,Q,28,Bessie & Nora's Place,,(718) 739-0884,90-05 161st Street,11432,1,Jamaica,30,1039977,196237,bessienorapl@aol.com,,3,2,1,28QASL
QASM,NYCEEC,Q,30,CES Childcare,,(917) 832-6506,2-08 ASTORIA BLVD,11102,1,Old Astoria,18,1001907,220725,info@clevelandedu.com,,3,3,1,30QASM
QASN,NYCEEC,Q,27,Early Steps Family Center,,(718) 888-2301,216 Beach 87th St,11693,3,Hammels-Arverne-Edgemere,19,1036466,153569,marguerite.hamilton@vnsny.org,vnsny.org,5,9,3,27QASN
QASO,NYCEEC,Q,27,Saint Luke's Evangelical Lutheran Church,,(718) 296-6683,87-34 85th Street,11421,1,Woodhaven,30,1023433,191028,st.lukes_ns@verizon.net,stlukesnurseryschool.weebly.com,7,7,2,27QASO
QASP,NYCEEC,Q,24,Qing Sheng Wang GFDC,,(718) 651-3372,83-32 Cornish Ave,11373,1,Elmhurst - Maspeth,12,1017390,209062,starpreschool80@yahoo.com,,2,7,2,24QASP
QAST,NYCEEC,Q,24,"ABC Preschool & Kindergarten Center, Corp",,(718) 672-2424,66-20 Laurel Hill Boulevard,11377,1,Elmhurst - Maspeth,80,1012501,208731,abc_preschool@yahoo.com,abcpreschoolny.com,3,3,1,24QAST
QASU,NYCEEC,Q,24,Child Center of NY 2,,(347) 287-0175,3410 108th Street,11368,1,North Corona,73,1022787,214732,telvarivera@childcenterny.org,ccny.org,3,3,1,24QASU
QASV,NYCEEC,Q,24,BWY Preschool,,(718) 205-4855,7714 Roosevelt Avenue,11372,1,Elmhurst,138,1015231,211446,bwypreschool@gmail.com,bwypreschool.com,2,1,1,24QASV
QASW,NYCEEC,Q,24,"Children's Big Apple, Inc.",,(718) 565-5311,3703 94th Street,11372,1,Jackson Heights,90,1019464,212789,angelblue1228@yahoo.com,,8,6,2,24QASW
QASX,NYCEEC,Q,24,"Children's Big Apple, Inc.",,(718) 565-5311,4126 Case Street,11376,1,Elmhurst,18,1019264,211355,marcushuang@aol.com,,8,7,2,24QASX
QASY,NYCEEC,Q,24,GRYC Little Stars @ Notre Dame,,(718) 456-5437,6281 60th Place,11385,1,Ridgewood,36,1011175,198534,lstarsprek@thegryc.org,thegryc.org,3,3,2,24QASY
QATC,NYCEEC,Q,24,"Little Friends School Elmhurst, Inc.",,(718) 458-5415,8503 Britton Avenue,11373,1,Elmhurst,38,1017265,210883,littlefriendschool@nyc.rr.com,elmhurstdaycare.com,2,7,1,24QATC
QATE,NYCEEC,Q,28,Center of Excellence Springfield Gardens Preschool,,(718) 276-8200,127-08 Merrick Blvd.,11434,1,St. Albans,74,1049436,187492,childcarenyc@aol.com,aoeschool.com,3,7,1,28QATE
QATH,NYCEEC,Q,24,Maspeth Town Hall Preschool,,(718) 335-6049,5337 72nd Street,11378,1,Maspeth,40,1014147,205387,arychlowski@maspethtownhall.org,maspethtownhall.org,2,7,2,24QATH
QATK,NYCEEC,Q,24,Ping Sheng Ye Group Family Day Care,,(917) 853-4865,8332 Cornish Avenue,11373,1,Elmhurst - Maspeth,12,1017379,209073,starpreschool80@yahoo.com,,2,7,1,24QATK
QATL,NYCEEC,Q,24,Rainbow Christian Preschool,,(718) 335-3361,7201 43rd Avenue,11377,1,Elmhurst - Maspeth,76,1014059,209714,rainbowchristianwoodside@gmail.com,rainbowchristian.com,3,3,1,24QATL
QATM,NYCEEC,Q,24,Star America Preschool,,(718) 396-9739,"80-07 Broadway, 2/F",11373,1,Elmhurst,80,1016236,210336,staramerica11373@gmail.com,,2,6,1,24QATM
QATO,NYCEEC,Q,30,Long Island City YMCA,,(212) 912-2576,3223 Queens Boulevard,11101,1,Hunters Pt - Sunnyside - W Maspeth,53,1003018,210744,npolanco2@YMCAnyc.org,licymca.org,3,2,1,30QATO
QATQ,NYCEEC,Q,25,Better Community Life DCC 2,,(718) 463-0403,13316 Roosevelt Avenue,11354,1,Flushing,42,1030465,215487,bcl21@verizon.net,,3,7,2,25QATQ
QATS,NYCEEC,Q,24,Therese Cervini ECDC Site I,,(718) 478-2169,3533 104th Street,11368,3,North Corona,50,1021997,214102,bcheco@ccbq.org,,3,7,2,24QATS
QATT,NYCEEC,Q,25,Preschool R US ,,(718) 888-1958,150-15 41st Avenue,11354,1,Murray Hill,38,1035902,217337,Preschoolrus88@gmail.com,,3,7,1,25QATT
QATU,NYCEEC,Q,25,EVBO Inc. D/B/A Jack & Jill Nursery School,,(718) 762-1218,4323 Colden Street,11355,1,Flushing,72,1032797,213598,JackJill1@aol.com,jackandjillschools.com,3,7,1,25QATU
QATV,NYCEEC,Q,25,Happy Dragon Children's Learning Center Site 2,,(718) 445-8382,14330 Cherry Avenue,11355,1,East Flushing,51,1034317,214730,cherry@happydragonschool.com,happydragonschool.com,7,7,1,25QATV
QATX,NYCEEC,Q,25,Immanuel Creative,,(718) 460-9991,16315 Oak Avenue,11358,1,East Flushing,38,1038625,212577,geniusd25@gmail.com,immanuelgenius.com,3,4,1,25QATX
QATY,NYCEEC,Q,25,International Nursery School,,(718) 353-0932,171-39 Northern Blvd.,11358,2,Auburndale,76,1041195,215505,INSSchool@yahoo.com,InternationalNurserySchool.com,3,3,1,25QATY
QATZ,NYCEEC,Q,25,"Judi's Nursery, Inc.",,(718) 520-1324,15005 70th Road,11367,1,Kew Gardens Hills,60,1034672,205384,judisnursery@gmail.com,,3,3,1,25QATZ
QAUA,NYCEEC,Q,25,Kon Wah Day School,,(718) 353-4388,13527 38th Avenue 2nd Floor,11354,1,Flushing,90,1030841,216418,konwahflushing@yahoo.com,,2,3,1,25QAUA
QAUB,NYCEEC,Q,25,"New Milestone, Inc.",,(718) 380-1978,15813 72nd Avenue,11365,1,Pomonok - FlushngHts - Hillcrest,40,1036680,204574,new.milestone@yahoo.com,,2,7,1,25QAUB
QAUC,NYCEEC,Q,25,Pee Wee Folks,,(718) 746-6107,1245 Clintonville Street,11357,1,Whitestone,40,1036415,227204,mgembressi@aol.com,peeweefolkspreschool.com,2,2,1,25QAUC
QAUD,NYCEEC,Q,25,Precious Moments,,(718) 767-6655,1102 Clintonville Street,11357,1,Whitestone,18,1036136,227743,preciousmoments2@verizon.net,preciousmomentsnursery.com,5,1,1,25QAUD
QAUE,NYCEEC,Q,25,"Ready, Set, Grow Child Center, LLC.",,(718) 888-7871,13616 31st Road,11354,1,Flushing,40,1030800,219622,readysetgrowccc@yahoo.com,readysetgrowccc.com,3,6,1,25QAUE
QAUG,NYCEEC,Q,25,Sharon Nursery,,(718) 539-8467,14515 34th Avenue,11354,1,Murray Hill,34,1033498,218874,sharon_nursery@yahoo.com,sharonnurseryny.com,2,7,1,25QAUG
QAUH,NYCEEC,Q,25,"Corner School, The",,(718) 445-2811,15003 Bayside Avenue,11354,1,Murray Hill,18,1035326,220479,baysidetcs@aol.com,thecornerschool.com,3,7,1,25QAUH
QAUJ,NYCEEC,Q,25,Martin L. King Jr. Mem DCC,,(718) 886-3165,3606 Prince Street,11354,1,Flushing,20,1030417,216965,mlkdcc@hotmail.com,,7,7,2,25QAUJ
QAUK,NYCEEC,Q,26,Chabad Early Learning Center,,(718) 279-1457,21212 26th Avenue,11360,1,Ft Totten - Bay Terrace - Clearview,53,1045927,222814,Dina@chabadnequeens.com,chabadnequeens.com,3,3,1,26QAUK
QAUL,NYCEEC,Q,26,Community Church of Douglaston,,(718) 767-1961,3950 Douglaston Parkway,11363,1,Douglas Mnr- Douglaston - Little Neck,30,1053391,219671,Upkofdouglaston@gmail.com,,7,3,1,26QAUL
QAUM,NYCEEC,Q,26,Home Sweet Home Children's School,,(718) 357-9738,19617 53 Ave,11365,1,Auburndale,54,1044604,211822,homesweethomeschool@msn.com,homesweethomechildrensschool.org,3,7,1,26QAUM
QAUN,NYCEEC,Q,26,Jack & Jill II,,(718) 939-8687,6805 Fresh Meadow Lane,11365,1,Fresh Meadows - Utopia,36,1041220,206562,mirna_p_ramos@yahoo.com,JackandJillSchools.com,3,2,1,26QAUN
QAUO,NYCEEC,Q,26,Noah's Ark Progressive Learning Center,,(718) 279-4251,3820 Bell Boulevard,11361,1,Bayside - Bayside Hills,40,1047310,218308,noahsarkschool@aol.com,noahsarkschool.com,3,3,1,26QAUO
QAUS,NYCEEC,Q,26,"Lutheran Schools of Flushing and Bayside, The",,(718) 225-5502,3601 Bell Boulevard,11361,1,Bayside - Bayside Hills,36,1047142,219122,info@LSFB.org,LSFB.org,7,3,1,26QAUS
QAUT,NYCEEC,Q,26,All My Children Day Care 2,,(718) 454-5600,16907 Jewel Avenue,11365,1,Pomonok - FlushngHts - Hillcrest,12,1039699,205916,jashkenazy@amcearlylearn.com,allmychildrendaycare.com,3,7,1,26QAUT
QAUW,NYCEEC,Q,27,Alpha Kappa Alpha Epsilon Pi Omega DCC,,(718) 322-6242,14406 Rockaway Boulevard,11420,1,Baisley Park,46,1041245,184720,akadaycare@aol.com,,3,3,1,27QAUW
QAVB,NYCEEC,Q,27,"Bev's Kiddie Daycare, Inc.",,(718) 850-3083,10145 113th Street,11419,1,Richmond Hill,12,1031332,189727,Bevkiddie@verizon.net,Bevkiddiebiz.com,3,7,2,27QAVB
QAVC,NYCEEC,Q,27,Blanche Community Progress DCC#2,,(718) 471-7881,4402 Beach Channel Drive,11691,1,Hammels - Arverne - Edgemere,80,1046424,156441,williamsflorence@hotmail.com,blanchecommunity.com,3,7,1,27QAVC
QAVD,NYCEEC,Q,27,Community and Family Head Start,,(718) 471-7970,4105 Beach Channel Drive,11691,1,Hammels - Arverne - Edgemere,75,1047279,156339,mariposa3.13@hotmail.com,,3,7,2,27QAVD
QAVE,NYCEEC,Q,27,De Anna Learning Center,,(718) 847-1310,9140 120th Street,11418,1,Richmond Hill,24,1032071,192519,deannagroup@aol.com,,3,3,2,27QAVE
QAVF,NYCEEC,Q,27,Cuomo First Step,,(718) 441-5333,11515 101st Ave,11419,1,Richmond Hill,19,1031686,190450,elizabeth.recine@heartshare.org,heartshare.org,3,7,2,27QAVF
QAVG,NYCEEC,Q,27,Russo First Step,,(718) 805-7117,11801 101st Avenue,11419,1,Richmond Hill,16,1032285,190674,mildred.agate@heartshare.org,heartshare.org,2,6,2,27QAVG
QAVH,NYCEEC,Q,27,Hammel CCC,,(718) 474-3162,82-10 Rockaway Beach Blvd,11693,1,Hammels - Arverne - Edgemere,18,1037479,153642,HammelCCC@verizon.net,,3,7,1,27QAVH
QAVI,NYCEEC,Q,27,Little Tots Red Wagon,,(718) 945-1484,20428 Rockaway Point Boulevard,11697,1,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,54,1008019,143772,littletotsred@aol.com,,7,3,2,27QAVI
QAVJ,NYCEEC,Q,27,JFKidsport,,(718) 553-5437,JFK Airport Building 350,11430,1,Airport,36,1047995,178209,jfkidsport@hotmail.com,jfkidsport.com,2,7,1,27QAVJ
QAVO,NYCEEC,Q,27,Omega Psi Phi Fraternity,,(718) 322-9671,12310 143rd Street,11436,1,Baisley Park,34,1040835,185019,omegaecec@gmail.com,,3,4,1,27QAVO
QAVP,NYCEEC,Q,27,On Our Way Learning Center,,(718) 868-2961,264 Beach 19 Street,11691,1,Far Rockaway - Bayswater,40,1052893,156945,sungar@onourwaylc.org,onourwaylc.org,7,3,2,27QAVP
QAVS,NYCEEC,Q,27,Saint John's Lutheran Church,,(718) 441-3611,8620 114th Street,11418,1,Richmond Hill,20,1029911,193883,imnmontalvo@hotmail.com,,3,3,1,27QAVS
QAVU,NYCEEC,Q,29,"St. Albans Montessori Day Care Center, Inc.",,(718) 341-5945,118-49 Montauk Street,11412,1,St. Albans,54,1049845,190121,aJohnson@saintalbansmontessori.com,saintalbansmontessori.com,2,3,1,29QAVU
QAVV,NYCEEC,Q,27,Up the Ladder,,(718) 843-4913,8011 101st Avenue,11416,1,Woodhaven,28,1023528,187386,gonzalezmarga@aol.com,,3,7,2,27QAVV
QAVW,NYCEEC,Q,27,West End Temple Nursery School,,(718) 318-0030,14702 Newport Avenue,11694,1,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,30,1021796,148140,westendupk@westendtemple.org,westendtemple.org,3,3,2,27QAVW
