LOCCODE,PREK_TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
Q206,DOE,Q,P.S. 206 HORACE HARDING,,718-592-0300,61-02 98 STREET,11374,3,18,1022823,206785,jthomas4@schools.nyc.gov,schools.nyc.gov/schoolportals/28/Q206,2,7,2,28Q206
Q207,DOE,Q,P.S. 207 ROCKWOOD PARK,,718-848-2700,159-15 88 STREET,11414,3,36,1027497,179092,edavies@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q207,2,3,2,27Q207
Q209,DOE,Q,P.S. 209 CLEARVIEW GARDENS,,718-352-3939,16-10 UTOPIA PARKWAY,11357,1,18,1040977,224912,mmcdonn@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q209,2,3,2,25Q209
Q213,DOE,Q,P.S. 213 THE CARL ULLMAN SCHOOL,,718-423-8747,231-02 67 AVENUE,11364,1,72,1054700,211687,brevello@schools.nyc.gov,schools.nyc.gov/schoolportals/26/Q213,2,3,2,26Q213
Q214,DOE,Q,P.S. 214 CADWALLADER COLDEN,,718-461-4055,31-15 140 STREET,11354,1,36,1031805,219915,dfuccil@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q214,2,3,2,25Q214
Q219,DOE,Q,P.S. 219 PAUL KLAPPER,,718-793-2130,144-39 GRAVETT ROAD,11367,1,54,1033062,207501,jardezzone@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q219,3,3,2,25Q219
Q220,DOE,Q,P.S. 220 EDWARD MANDEL,,718-592-3030,62-10 108 STREET,11375,1,36,1025269,207631,jpizarr@schools.nyc.gov,schools.nyc.gov/schoolportals/28/Q220,2,3,2,28Q220
Q221,DOE,Q,P.S. 221 NORTH HILLS,,718-423-8825,57-40 MARATHON PARKWAY,11362,3,18,1058701,215755,maprilakis@schools.nyc.gov,schools.nyc.gov/schoolportals/26/Q221,2,3,2,26Q221
Q222,DOE,Q,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SC,,718-429-2563,86-15 37 AVENUE,11372,3,36,1017503,212705,30q222@schools.nyc.gov,schools.nyc.gov/schoolportals/30/Q222,6,7,2,30Q222
Q223,DOE,Q,P.S. 223 LYNDON B. JOHNSON,,718-322-9012,125-20 SUTPHIN BOULEVARD,11434,1,30,1042668,184951,dotto@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q223,2,3,2,27Q223
Q228,DOE,Q,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,,718-899-5799,32-63 93 STREET,11372,3,28,1018910,215074,oguzman@schools.nyc.gov,schools.nyc.gov/schoolportals/30/Q228,2,7,2,30Q228
Q229,DOE,Q,P.S. 229 EMANUEL KAPLAN,,718-446-2120,67-25 51 ROAD,11377,1,36,1012873,206947,sajwani@schools.nyc.gov,schools.nyc.gov/schoolportals/24/Q229,2,3,2,24Q229
Q234,DOE,Q,P.S. 234,,718-956-2760,30-15 29 STREET,11102,1,36,1005540,218753,ddanner@schools.nyc.gov,schools.nyc.gov/schoolportals/30/Q234,2,3,2,30Q234
Q239,DOE,Q,P.S. 239,,718-417-2840,17-15 WEIRFIELD STREET,11385,1,36,1010857,194024,rconnol@schools.nyc.gov,schools.nyc.gov/schoolportals/24/Q239,2,7,2,24Q239
Q242,DOE,Q,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO,,718-445-2902,29-66 137 STREET,11354,1,36,1030751,219785,pcosta@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q242,2,3,1,25Q242
Q244,DOE,Q,THE ACTIVE LEARNING ELEMENTARY SCHOOL,,718-445-5730,137-20 FRANKLIN AVENUE,11355,1,36,1032411,214241,lkovvuri@schools.nyc.gov,www.ps244q.org,2,3,2,25Q244
Q251,DOE,Q,P.S. 251 QUEENS,,718-276-2745,144-51 ARTHUR STREET,11413,1,36,1050999,181758,eloncke@schools.nyc.gov,schools.nyc.gov/schoolportals/29/Q251,2,3,1,29Q251
Q253,DOE,Q,P.S. 253,,718-327-0895,1307 CENTRAL AVENUE,11691,1,48,1053949,160637,jfougere@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q253,2,3,2,27Q253
Q254,DOE,Q,P.S. 254,,718-846-1840,84-40 101 STREET,11418,1,36,1026443,193246,ndrouil@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q254,2,3,2,27Q254
Q266,DOE,Q,P.S. / I.S. 266,,718-479-3920,74-10 COMMONWEALTH BOULEVARD,11426,3,36,1059605,211058,lnestor2@schools.nyc.gov,schools.nyc.gov/schoolportals/26/Q266,2,3,2,26Q266
Q273,DOE,Q,P.S. 273,,718-286-8300,88-07 102ND STREET,11418,1,36,1027416,192016,0,schools.nyc.gov/schoolportals/27/Q273,2,3,2,27Q273
Q290,DOE,Q,P.S. 290,,718-571-6900,70-02 54 AVENUE,11385,1,36,1013850,204584,aceacademyforscholars@gmail.com,ps290elementaryschool.com,2,3,2,24Q290
Q295,DOE,Q,P.S./I.S. 295,,718-464-1433,222-14 JAMAICA AVENUE,11428,3,54,1058685,201984,dlavignejones@schools.nyc.gov,schools.nyc.gov/schoolportals/29/Q295,2,1,2,29Q295
Q303,DOE,Q,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,,718-459-1358,108-55 69 AVENUE,11375,1,36,1027493,203703,bleto2@schools.nyc.gov,schools.nyc.gov/schoolportals/28/Q303,2,7,2,28Q303
Q305,DOE,Q,LEARNERS AND LEADERS,,718-366-1061,378 SENECA AVENUE,11385,3,18,1007824,196826,lbotfel@schools.nyc.gov,schools.nyc.gov/schoolportals/24/Q305,2,7,2,24Q305
Q306,DOE,Q,NEW YORK CITY ACADEMY FOR DISCOVERY,,718-441-2165,95-16 89TH AVENUE,11421,1,36,1026235,191305,cleone8@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q306,2,3,2,27Q306
Q316,DOE,Q,Queens Explorers Elementary School,,718-558-7088,90-07 101ST AVENUE,11416,1,36,1025871,188263,ps316ozonepark@gmail.com,schools.nyc.gov/schoolportals/27/Q316,2,3,2,27Q316
Q317,DOE,Q,WATERSIDE CHILDREN'S STUDIO SCHOOL,,718-634-1344,190 BEACH 110 STREET,11694,1,54,1031038,150951,watersidecss@gmail.com,schools.nyc.gov/schoolportals/27/Q317,3,3,2,27Q317
Q333,DOE,Q,GOLDIE MAPLE ACADEMY,,718-945-3300,3-65 BEACH 56 STREET,11692,1,72,1043527,155806,alogansmith@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q333,2,3,2,27Q333
Q342,CHARTER,Q,The Rochdale Early Advantage Charter School,,718-978-0075,122-05 SMITH STREET,11434,1,36,1045782,186986,tmuniz@recschool.com,,2,1,2,28Q342
Q343,DOE,Q,The Children's Lab School,,718-361-3300,45-46 42nd Street,11104,1,36,1005703,209569,info@ps343.org,www.ps343.org,2,3,2,24Q343
Q354,DOE,Q,PS 354,,718-276-1348,126-10 BEDELL STREET,11434,1,72,1046831,186978,raskew@schools.nyc.gov,www.ps354.org,2,3,2,28Q354
Q362,DOE,Q,Wave Preparatory Elementary School,,718-327-7091,535 BRIAR PLACE,11691,1,36,1051276,157885,gferguson@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q362,2,3,2,27Q362
Q499,DOE,Q,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",,718-461-7462,148-20 REEVES AVENUE,11367,1,18,1033794,208475,hjacob2@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q499,3,3,2,25Q499
Q705,CHARTER,Q,"RENAISSANCE CHARTER SCHOOL, THE",,718-803-0060,35-59 81ST STREET,11372,1,18,1016113,212508,fsmith@renaissancecharter.org,www.renaissancecharter.org,3,2,1,30Q705
QAAB,NYCEEC,Q,Beth Gavriel/Sha'arei Zion Ohel Bracha,,(718) 897-6771,7524 Grand Central Parkway,11375,1,20,1030077,201214,shoshi1@aol.com,,2,3,1,28QAAB
QAAM,NYCEEC,Q,BAIS YAAKOV ACADEMY OF QUEENS (Metropolitan Ave),,(718) 847-5352,124-50 Metropolitan Avenue,11415,3,38,1032251,195995,acohen.byqueens@gmail.com,,7,3,1,28QAAM
QABC,NYCEEC,Q,CHRIST THE KING COMMUNITY PRESCHOOL,,(718) 417-6770,6802 Metropolitan Avenue,11379,2,72,1015221,198536,lchavez@ctkny.org,www.ctkny.org,7,3,1,24QABC
QABL,NYCEEC,Q,"Garden School, Inc.",,(718) 335-6363,3316 79th Street,11372,1,72,1015193,214146,info@gardenschool.org,www.gardenschool.org,7,3,1,30QABL
QABS,NYCEEC,Q,HOLY CHILD JESUS SCHOOL,,(718) 849-3988,11102 86th Avenue,11418,1,54,1029268,193838,SantaMaria1345@yahoo.com,www.hcjcany.org,3,7,1,27QABS
QACC,NYCEEC,Q,Immaculate Conception School,,(718) 728-3221,21-63 29th Street,11105,1,36,1008949,222490,principal@icsastoria.org,www.icsastoria.org,5,9,3,30QACC
QACD,NYCEEC,Q,Incarnation School,,(718) 465-5066,8915 Francis Lewis Boulevard,11427,2,36,1051423,201407,principal@incrc.org,,7,7,2,29QACD
QACJ,NYCEEC,Q,JEWISH INSTITUTE OF QUEENS,,(718) 426-9369,6005 Woodhaven Boulevard,11373,1,72,1020000,205666,office@queensgymnasia.org,www.JIQUEENS.COM,3,3,1,28QACJ
QADN,NYCEEC,Q,Ave Maria Catholic Academy,,(917) 662-3357,158-20 101st Street,11414,1,18,1030565,180262,mmcmanus@amcahb.org,www.amcahb.org,5,9,3,27QADN
QADQ,NYCEEC,Q,Our Lady of Mercy Catholic Academy,,(718) 793-2086,7025 Kessel Street,11375,1,72,1025740,199447,principal@mercyhills.org,www.olmercyca.org,3,3,1,28QADQ
QADX,NYCEEC,Q,Our Lady of the Blessed Sacrament School,,(718) 229-2989,34-45 202nd Street,11361,1,36,1043737,218535,jkane@diobrook.org,www.olbsschool.org,5,9,3,26QADX
QADZ,NYCEEC,Q,OUR SAVIOUR LUTHERAN SCHOOL,,(718) 897-4343,6433 Woodhaven Boulevard,11374,1,90,1021535,201917,school@our-saviour.org,www.osnyec.org,3,3,1,28QADZ
QAEG,NYCEEC,Q,GRACE LUTHERAN SCHOOL,,(718) 545-1129,3120 21st Avenue,11105,1,36,1009762,222491,info@gracearoundthecorner.org,www.gracearoundthecorner.org,7,3,1,30QAEG
QAFC,NYCEEC,Q,St. Camillus School,,(718) 634-5260,185 Beach 99th Street,11694,1,20,1034204,151925,kmontero@saintcamillusschool.com,www.saintcamillusschool.com,3,3,2,27QAFC
QAFJ,NYCEEC,Q,SAINT ELIZABETH SCHOOL,,(718) 843-0914,9401 85th Street,11416,2,90,1024149,189094,secaupk@Gmail.com,,3,3,1,27QAFJ
QAFR,NYCEEC,Q,Saint Helen Catholic Academy,,(718) 835-2718,83-09 157th Avenue,11414,1,36,1025898,180292,czerillo@sthelencatholicacademy.org,www.sthelencatholicacademy.org,5,9,3,27QAFR
QAFY,NYCEEC,Q,St. Kevin School,,(718) 357-8110,4550 195th Street,11358,1,72,1043408,214042,stkevinschool@yahoo.com,www.stkevincatholicacademy.org,2,3,1,25QAFY
QAGC,NYCEEC,Q,St. Mary Gate of Heaven,,(718) 846-3211,104-06 101st Avenue,11416,1,54,1029001,189279,corsoralph@gmail.com,www.smgh.org,5,9,3,27QAGC
QAGI,NYCEEC,Q,St. Nicolas of Tolentine School,,(718) 380-1900,8022 Parsons Boulevard,11435,1,36,1037158,201181,svidal@sntschool.org,www.sntschool.org,3,3,2,28QAGI
QAGR,NYCEEC,Q,Saint Stanislaus Kostka School,,(718) 326-1585,6117 Grand Avenue,11378,3,36,1010927,202441,ststansupk@gmail.com,www.ststansschool.org,8,3,1,24QAGR
QAGU,NYCEEC,Q,Saint Thomas the Apostle School,,(718) 847-3904,8749 87th Street,11421,1,72,1024009,191219,stafpq@nyc.rr.com,www.stawoodhaven.com,3,7,1,27QAGU
QAGW,NYCEEC,Q,Sesame Sprout,,(718) 271-2294,96-08 57 Avenue,11368,2,34,1021854,207553,skrinsky@sesamesproutschool.com,www.sesamesproutschool.com,7,7,1,24QAGW
QAHG,NYCEEC,Q,Stepping Stone Pre &Grade School,,(718) 465-2344,11428 Francis Lewis Boulevard,11412,1,54,1053998,194640,steppingstone1982@hotmail.com,www.steppingstone1982.com,3,7,1,29QAHG
QAHH,NYCEEC,Q,"STEPPING STONE DAY SCHOOL, INC.",,(718) 591-9093,7740 Vleigh Place,11367,1,44,1033919,201620,yvettea@steppingstonedayschool.org,www.steppingstonedayschool.org,7,2,1,25QAHH
QAHI,NYCEEC,Q,Saints Joachim and Anne School,,(718) 465-2230,21819 105th Avenue,11429,6,36,1056672,198839,ssjaschool@aol.com,www.ssjaschool.org,3,3,1,29QAHI
QAIR,NYCEEC,Q,Yeshiva Tifereth Moshe Day Care,,(718) 846-7300,8306 Abingdon Road,11415,1,19,1030263,197144,ytmdaycare@gmail.com,www.tiferesmoshe.org,3,3,1,28QAIR
QAJB,NYCEEC,Q,"BOOKS AND RATTLES, INC. SITE 2",,(718) 381-7777,6308 69th Place,11379,2,15,1015680,200155,peekaboolc1@aol.com,www.booksandrattlesinc.com,3,3,1,24QAJB
QAJR,NYCEEC,Q,YMCA OF GREATER NEW YORK - FLUSHING,,(718) 551-9356,13846 Northern Boulevard,11354,1,56,1032345,217683,lrothstein@YMCAnyc.org,www.ymcanyc.org/flushing,3,3,2,25QAJR
QAJX,NYCEEC,Q,YMCA OF GREATER NEW YORK - CROSS ISLAND,,(718) 551-9313,238-10 Hillside Avenue,11426,1,54,1059754,206399,sbatra@YMCAnyc.org,www.ymcanyc.org,7,3,1,26QAJX
QAKA,NYCEEC,Q,LITTLE MEADOWS EARLY CHILDHOOD CENTER,,(718) 454-6460,67-25 188th Street,11365,2,20,1044022,207670,lmecc@littlemeadows.org,www.littlemeadows.org,3,3,1,26QAKA
QAKH,NYCEEC,Q,SAMUEL FIELD YM & YWHA (LITTLE NECK),,(718) 225-6750,5820 Little Neck Pkwy.,11362,1,54,1060902,216694,tcampo@sfy.org,www.sfy.org,3,7,1,26QAKH
QAKQ,NYCEEC,Q,Denizko DCC,,(718) 426-0123,51-07 69th Street,11377,2,13,1013141,207040,one23stepahead@gmail.com,,3,7,1,24QAKQ
QAKT,NYCEEC,Q,Mi Nuevo Mundo Corp,,(718) 476-3128,100-05 39th Avenue,11368,1,18,1021520,212594,mnm104100@gmail.com,,3,3,2,24QAKT
QAKV,NYCEEC,Q,Honeypot Day Care,,(718) 539-2388,140-22 Beech Avenue,11355,1,28,1033397,214282,honeypotdcc@gmail.com,www.honeypotdcc.com,3,6,1,25QAKV
QAKW,NYCEEC,Q,KWANIS FIRST STEP,,(718) 848-0300,8212 151st Avenue,11414,1,28,1025352,182507,sam.verdi@heartshare.org,www.heartshare.org,2,7,2,27QAKW
QAKY,NYCEEC,Q,Kissena Cherry Day Care,,(917) 952-6727,14026 Cherry Avenue,11355,1,56,1033587,214128,flora888c@yahoo.com,www.kissenadaycare.com,2,6,1,25QAKY
QAKZ,NYCEEC,Q,"BRIGHT BEGINNINGS IN QUEENS VILLAGE, INC.",,(718) 264-3860,8045 Winchester Boulevard,11427,4,18,1059334,207936,bbvq@verizon.net,www.brightbeginningsinqueensvillage.com,2,7,1,26QAKZ
QALA,NYCEEC,Q,Rainbow Child Dev Center,,(718) 321-1610,13320 Avery Avenue,11355,1,54,1031102,213556,info@rainbowchildlearning.com,www.rainbowchildlearning.com,3,7,1,25QALA
QALC,NYCEEC,Q,Little Sweet Angels Preschool,,(718) 888-1819,14627 Beech Avenue#1B,11355,1,36,1034728,215538,daphneyeh.lsaprek@gmail.com,www.littlesweetangels.com,3,7,2,25QALC
QALD,NYCEEC,Q,Kiddie Academy of Little Neck,,(718) 229-2829,25220 Northern Boulevard3rd Floor,11362,1,54,1057488,219913,kiddieacademy.littleneck@gmail.com,www.kiddieacademy.com,3,3,1,26QALD
QALM,NYCEEC,Q,Professional Childcare Inc.,,(718) 229-5357,3803 Francis Lewis Boulevard,11358,3,18,1043792,217155,ny1school@gmail.com,,1,7,1,26QALM
QALO,NYCEEC,Q,Imagine Early Learning Center,,(718) 557-5520,1 Jamaica Center Plaza,11432,1,15,1039468,195353,catherine@imagineelc.com,www.imagineelc.com,5,1,1,28QALO
QALP,NYCEEC,Q,EARLY SUNRISE PRESCHOOL,,(718) 736-9064,18708 Hillside Avenue,11432,1,29,1046665,199698,horna21547@aol.com,,3,7,2,29QALP
QALQ,NYCEEC,Q,Elber Islamic School,,(917) 362-3257,25-42 49th Street,11103,1,33,1010414,217481,amohamed2@gmail.com,,5,9,3,30QALQ
QALW,NYCEEC,Q,Books and Rattles Inc. Site 1,,(718) 899-1532,75-02 51st Avenue,11373,2,20,1015239,207610,areyes@booksandrattlesinc.com,www.booksandrattlesinc.com,3,3,1,24QALW
QAMB,NYCEEC,Q,Jackson Heights Learning Center Annex,,(917) 382-5150,7910 34 Avenue  Suite 1X,11372,1,20,1015411,213723,jacksonheightselc@gmail.com,,3,6,2,30QAMB
QAMJ,NYCEEC,Q,LITTLE DOLPHIN,,(718) 641-7754,10701 Crossbay Boulevard,11417,3,54,1027563,186624,dolphin10701@yahoo.com,www.littledolphin.org,2,7,1,27QAMJ
QAMK,NYCEEC,Q,"Lolly's Early Childhood Center, Inc.",,(718) 729-9071,544 47 Avenue,11101,4,17,997043,210876,info@lollyslearningcenter.com,www.littledolphin.org,7,2,1,30QAMK
QAMN,NYCEEC,Q,"Richmond Hill Day Care, Inc.",,(718) 441-8191,11524 Myrtle Avenue,11418,3,20,1030274,194385,richhilldc@gmail.com,,1,7,1,27QAMN
QAMO,NYCEEC,Q,GREATER RIDGEWOOD,,(718) 456-5437,5903 Summerfield Street,11385,1,54,1012517,194119,lstarsprek@thegryc.org,www.thegryc.org,3,3,2,24QAMO
QAMS,NYCEEC,Q,Kid Krazy,,(718) 204-0646,2519 27 street,11102,1,18,1006262,220364,kdkrzyprschl@aol.com,www.kidkrazypreschool.com,7,7,1,30QAMS
QAMT,NYCEEC,Q,Ralph Hirschkorn,,(718) 327-1141,310 Beach 20th Street,11691,1,48,1052560,157261,rhccclisa@hotmail.com,,3,3,1,27QAMT
QAMU,NYCEEC,Q,Saratoga Early Childhood Education Center,,(718) 244-0670,17515 Rockaway Boulevard,11434,1,12,1048162,179040,jameddir@verizon.net,,3,7,1,29QAMU
QAMV,NYCEEC,Q,SCO Family of Services Jerome Hardeman ECE,,(718) 779-1660,29-49 Gillmore Street,11369,1,75,1021867,216706,mfadoul@sco.com,sco.org/programs/early-childhood/,3,7,1,30QAMV
QANH,NYCEEC,Q,Quick Start Day Care Center Inc.,,(718) 659-6928,126-22 150th Street,11436,1,26,1042850,184315,quickdayc@aol.com,,3,7,1,27QANH
QANO,NYCEEC,Q,International Chidren's School,,(718) 271-1000,57-27 Penrod Street,11368,3,51,1024153,208805,internationalchildren@yahoo.com,,1,7,1,24QANO
QANR,NYCEEC,Q,Malcolm X Day Care,,(718) 651-7880,11112 Northern Boulevard,11368,1,60,1023605,215374,DUNNINGX@E-S-S.ORG,,3,7,2,24QANR
QANS,NYCEEC,Q,"A TO Z CENTER TOO, INC.",,(718) 740-8400,220-24 Jamaica Avenue,11428,2,74,1058114,201386,ATOZTOO@YAHOO.COM,www.atozcentertoo.com,3,3,1,29QANS
QANT,NYCEEC,Q,The Child Center of NY 1,,(718) 943-2800,6002 Roosevelt Avenue,11377,1,53,1010890,210856,mariemason@childcenterny.org,www.childcenterny.org,2,2,1,30QANT
QANU,NYCEEC,Q,Happy Dragon of New York,,(718) 397-5733,8602 57th Avenue,11373,1,52,1018566,206123,director@happydragonschool.com,www.happydragonschool.com,7,6,1,24QANU
QANV,NYCEEC,Q,"HAPPY DRAGON OF USA, INC.",,(718) 271-5637,9825 Horace Harding Expressway,11368,1,98,1023141,207444,director@happydragonschool.com,www.happydragonschool.com,2,6,1,28QANV
QANZ,NYCEEC,Q,Battalion Christian Academy,,(718) 634-7172,454 Beach 67 Street,11692,1,18,1040910,155872,bcafarrockaway@gmail.com,www.battalionchurch.org,7,8,2,27QANZ
QAOC,NYCEEC,Q,Afro American Parents,,(347) 676-5077,117-02 Guy Brewer Blvd,11434,1,16,1044395,188580,aapedcc3@aol.com,,3,2,1,28QAOC
QAOO,NYCEEC,Q,"BETH JACOB JEWISH EDUCATIONAL CENTER, INC.",,(718) 896-4444,10235 63rd Road,11375,5,72,1024841,206519,info@forestparkschool.org,www.forestparkpreschool.com,3,7,1,28QAOO
QAOW,NYCEEC,Q,All My Children Day Care 6,,(718) 322-2030,11716 Sutphin Boulevard,11434,1,40,1041882,187064,info@amcearlylearn.com,www.allmychildrendaycare.com,3,7,1,27QAOW
QAPB,NYCEEC,Q,All My Children Day Care 4,,(718) 526-5911,11015 164th Place,11433,1,40,1043382,192083,info@allmychildrendaycare.com,www.allmychildrendaycare.com,3,7,1,28QAPB
QAPD,NYCEEC,Q,NY LEAGUE FOREST HILLS WEST,,(718) 639-9750,6325 Dry Harbor Road,11379,1,16,1019247,202210,mary.rosa@yai.org,www.yai.org,2,3,2,24QAPD
QAPK,NYCEEC,Q,Concerned Parents of Jamaica Early Learning Center,,(718) 658-4091,143-04 101st Avenue,11435,1,69,1037526,192496,mmenrtor1cpjelc@gmail.com,www.concernedparentsofjamaica.com,3,3,2,28QAPK
QAPL,NYCEEC,Q,Sholom Day Care 1,,(718) 850-2934,8204 Lefferts Boulevard,11418,1,30,1030936,197073,sholomdaycare@aol.com,,3,7,1,28QAPL
QAPM,NYCEEC,Q,Charles R Drew ELC 3,,(718) 523-7600,16515 Archer Avenue,11433,1,38,1041433,195926,crddcc@aol.com,www.charlesrdrewforsuccess.org,3,7,2,28QAPM
QAPP,NYCEEC,Q,Be Above Site 16,,(718) 978-0400,189-26 Linden Blvd,11412,1,56,1050411,191374,jameddir@verizon.net,,3,3,2,29QAPP
QAPS,NYCEEC,Q,Be Above 22 (New World Education Center),,(718) 528-8751,13737 Farmers Boulevard,11434,1,30,1049800,184577,nwecsamuels@hotmail.com,www.babove.com,3,7,1,29QAPS
QAPU,NYCEEC,Q,Xcel Tiny Tots Inc.,,(718) 740-2557,113-15 Springfield Blvd,11429,1,18,1056311,195743,XceltinytotsUPK@gmail.com,www.XcelTinyTots.com,3,3,1,29QAPU
QAPW,NYCEEC,Q,Queensbridge ECDC,,(718) 722-6026,38-11 27th Street,11101,1,96,1002192,214313,desiree.fryson@ccbq.org,www.ccbq.org,3,3,1,30QAPW
QAQC,NYCEEC,Q,Howard Beach Judea Center,,(718) 848-1111,16205 90th Street,11414,1,18,1028325,177403,fantasyrich@aol.com,,3,3,2,27QAQC
QARC,NYCEEC,Q,Lucille Rose DCC,,(718) 634-0331,148 Beach 59th St,11692,1,36,1043060,154568,lucillerosedcc@twcmetrobiz.com,,3,7,1,27QARC
QARE,NYCEEC,Q,PAL Woodside Early Learn Center,,(718) 278-3616,5037 Broadway,11377,1,31,1009287,214406,skelley@palnyc.org,www.palnyc.org,3,7,1,30QARE
QARG,NYCEEC,Q,South Jamaica Center for Children and Parents Inc. Center 1,,(718) 526-2500,11402 Guy R Brewer Boulevard,11434,1,34,1043654,190194,acanteysjc@aol.com,,3,7,1,28QARG
QARK,NYCEEC,Q,Sholom Day Care 2,,(718) 850-2934,8437 118th Street,11418,1,14,1030561,195499,shalomdaycare@aol.com,,3,7,1,27QARK
QARN,NYCEEC,Q,All My Children Day Care 8,,(718) 786-1166,97-30 Queens Blvd,11374,1,37,1023236,204754,eyusupova@amcearlylearn.com, ,3,3,2,28QARN
QARO,NYCEEC,Q,Committee for Early Childhood Development Head Start 2,,(718) 848-0276,11721 Sutphin Boulevard,11434,1,122,1042016,187099,charlucie@hotmail.com,www.cecdhs.org,3,1,1,27QARO
QARP,NYCEEC,Q,Myrtle P. Jarmon ECEC,,(718) 528-0922,11655 Guy R. Brewer Boulevard,11434,1,23,1044519,189050,mpjecec@yahoo.com,,3,3,1,28QARP
QARQ,NYCEEC,Q,All My Children,,(718) 576-6812,83-10 188 Street,11423,1,21,1045461,203314,grosler@amcearlylearn.com,www.amcearlylearn.com,3,7,1,26QARQ
QARX,NYCEEC,Q,Redeemer Lutheran School,,(718) 821-6670,6926 Cooper Avenue,11385,2,18,1017123,194776,redluthglenam@aol.com,www.redeemerLutheranschool.org,5,9,3,24QARX
QASB,NYCEEC,Q,MI NUEVO MONDO,,(718) 476-3128,104-19 39th Avenue,11368,3,96,1022636,212934,mnm104100@gmail.com,,3,2,2,24QASB
QASC,NYCEEC,Q,SAINT MEL SCHOOL,,(718) 539-8211,15424 26th Avenue,11354,3,34,1037102,221173,cstein@stmelsacademy.org,www.stmelsacademy.org,8,3,1,25QASC
QASD,NYCEEC,Q,Immanuel Genius,,(718) 819-0190,"213-03 Northern Boulevard, 3Fl.",11361,1,49,1047947,216381,Geniusd26@gmail.com,www.immanuelgenius.com,3,6,1,26QASD
QASE,NYCEEC,Q,"Talented Little Children III / TLC Spirit, LLC",,(718) 658-4384,104-40 134th Street,11419,3,24,1036286,190784,tlcspirit2000@gmail.com,www.TLCPreschoolnyc.com,3,7,2,28QASE
QASF,NYCEEC,Q,Ira's Parkway Day Care,,(718) 739-6500,14120 Grand Central Parkway,11435,3,18,1034924,199998,lindapinkhasov@gmail.com,www.Irasdaycare.com,3,3,1,28QASF
QASG,NYCEEC,Q,Positive Beginnings II,,(718) 261-0211,71-25 Main Street,11367,2,40,1033674,204304,Iecheverry@positivebeginnings.org,www.Positive Beginnings.org,3,3,1,25QASG
QASH,NYCEEC,Q,Jewish Institute of Queens,,(718) 480-0100,64-41 Utopia Parkway,11365,1,36,1041702,207852,OFFICE@QUEENSGYMNASIA.ORG,www.JIQUEENS.COM,3,3,1,26QASH
QASI,NYCEEC,Q,"Early Sunrise Preschool and Kindergarten, Inc.",,(718) 736-9064,187-10 Hillside Avenue,11432,1,28,1046683,199706,horna21547@aol.com,,3,7,2,29QASI
QASJ,NYCEEC,Q,Northside School,,(718) 298-6161,84-60 Parsons Blvd,11432,1,54,1037801,198967,david@nextstepcg.com,www.northside123.com,3,3,1,28QASJ
QASK,NYCEEC,Q,Jackson Children's Services,,(718) 779-8800,3602 14th Street,11106,2,10,1001433,216147,jackdevctr@aol.com,www.Jacksonchild.com,5,3,2,30QASK
QASL,NYCEEC,Q,Bessie &Nora's Place,,(718) 739-0884,90-05 161st Street,11432,1,30,1039977,196237,bessienorapl@aol.com,,3,2,1,28QASL
QASN,NYCEEC,Q,Early Steps Family Center,,(718) 888-2623,216 Beach 87th St,11693,3,19,1036466,153558,97720@vsny.org,,3,3,2,27QASN
QASO,NYCEEC,Q,SAINT LUKE'S EVANGELICAL LUTHERAN CHURCH,,(718) 296-6683,87-34 85th Street,11421,2,18,1023433,191028,st.lukes_ns@verizon.net,www.stlukesnurseryschool.weebly.com,7,7,2,27QASO
QASP,NYCEEC,Q,Qing Sheng Wang GFDC,,(718) 651-3372,83-32 Cornish Ave,11373,1,12,1017390,209062,starpreschool80@yahoo.com,,2,7,2,24QASP
QASR,NYCEEC,Q,"A CHILD'S PLACE TOO, INC.",,(718) 565-2466,100-10 Astoria Boulevard,11369,3,90,1020595,216773,uprekacp@gmail.com,www.achildsplacetoo.com,6,3,2,30QASR
QAST,NYCEEC,Q,"ABC Preschool & Kindergarten Center, Corp",,(718) 672-2424,66-20 Laurel Hill Boulevard,11377,1,65,1012501,208731,abc_preschool@yahoo.com,www.abcpreschoolny.com,3,3,1,24QAST
