LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
Q207,DOE,Q,27,P.S. 207 Rockwood Park,,(718) 848-2700,159-15 88 STREET,11414,1,Lindenwood - Howard Beach,36,1027497,179092,edavies@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q207,2,3,3,27Q207,apply
Q209,DOE,Q,25,P.S. 209 Clearview Gardens,,(718) 352-3939,16-10 UTOPIA PARKWAY,11357,1,Ft Totten - Bay Terrace - Clearview,18,1040977,224912,mmcdonn@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q209,2,3,3,25Q209,apply
Q212,DOE,Q,30,P.S. 212,,(718) 898-6973,34-25 82 STREET,11372,1,Jackson Heights,18,1016205,213688,oflores@schools.nyc.gpv,schools.nyc.gov/schoolportals/30/Q212,5,9,3,30Q212,apply
Q213,DOE,Q,26,P.S. 213 The Carl Ullman School,,(718) 423-8747,231-02 67 AVENUE,11364,1,Oakland Gardens,72,1054700,211687,brevello@schools.nyc.gov,schools.nyc.gov/schoolportals/26/Q213,2,3,3,26Q213,apply
Q214,DOE,Q,25,P.S. 214 Cadwallader Colden,,(718) 461-4055,31-15 140 STREET,11354,1,Flushing,36,1031805,219915,dfuccil@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q214,2,3,3,25Q214,apply
Q219,DOE,Q,25,P.S. 219 Paul Klapper,,(718) 793-2130,144-39 GRAVETT ROAD,11367,1,Kew Gardens Hills,54,1033062,207501,jardezzone@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q219,3,3,3,25Q219,apply
Q220,DOE,Q,28,P.S. 220 Edward Mandel,,(718) 592-3030,62-10 108 STREET,11375,1,Forest Hills,36,1025269,207631,jpizarr@schools.nyc.gov,schools.nyc.gov/schoolportals/28/Q220,2,3,3,28Q220,apply
Q221,DOE,Q,26,P.S. 221 The North Hills School,,(718) 423-8825,57-40 MARATHON PARKWAY,11362,1,Douglas Mnr- Douglaston - Little Neck,18,1058701,215755,maprilakis@schools.nyc.gov,schools.nyc.gov/schoolportals/26/Q221,5,9,3,26Q221,apply
Q222,DOE,Q,30,P.S. Q222 - Fire Fighter Christopher A. Santora School,,(718) 429-2563,86-15 37 AVENUE,11372,1,Jackson Heights,36,1017503,212705,30q222@schools.nyc.gov,schools.nyc.gov/schoolportals/30/Q222,5,9,3,30Q222,apply
Q223,DOE,Q,27,P.S. 223 Lyndon B. Johnson,,(718) 322-9012,125-20 SUTPHIN BOULEVARD,11434,1,Baisley Park,30,1042668,184951,dotto@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q223,2,3,3,27Q223,apply
Q228,DOE,Q,30,P.S. 228 Early Childhood Magnet School of the Arts,,(718) 899-5799,32-63 93 STREET,11369,1,East Elmhurst,28,1018910,215074,oguzman@schools.nyc.gov,schools.nyc.gov/schoolportals/30/Q228,5,9,3,30Q228,apply
Q229,DOE,Q,24,P.S. 229 Emanuel Kaplan,,(718) 446-2120,67-25 51 ROAD,11377,1,Maspeth,36,1012873,206947,sajwani@schools.nyc.gov,schools.nyc.gov/schoolportals/24/Q229,2,3,3,24Q229,apply
Q234,DOE,Q,30,P.S. 234,,(718) 956-2760,30-15 29 STREET,11102,1,Old Astoria,36,1005540,218753,ddanner@schools.nyc.gov,schools.nyc.gov/schoolportals/30/Q234,2,3,3,30Q234,apply
Q239,DOE,Q,24,P.S. 239,,(718) 417-2840,17-15 WEIRFIELD STREET,11385,1,Ridgewood,36,1010857,194024,MDzwone@schools.nyc.gov,schools.nyc.gov/schoolportals/24/Q239,2,7,3,24Q239,apply
Q242,DOE,Q,25,P.S. 242 Leonard P. Stavisky Early Childhood School,,(718) 445-2902,29-66 137 STREET,11354,1,Flushing,36,1030751,219785,pcosta@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q242,2,3,1,25Q242,apply
Q244,DOE,Q,25,The Active Learning Elementary School,,(718) 445-5730,137-20 FRANKLIN AVENUE,11355,1,Flushing,36,1032411,214241,lkovvuri@schools.nyc.gov,ps244q.org,2,3,3,25Q244,apply
Q251,DOE,Q,29,P.S. 251 Queens,,(718) 276-2745,144-51 ARTHUR STREET,11413,1,Springfield Gardens S - Brookville,36,1050999,181758,eloncke@schools.nyc.gov,schools.nyc.gov/schoolportals/29/Q251,2,3,1,29Q251,apply
Q253,DOE,Q,27,P.S. 253,,(718) 327-0895,1307 CENTRAL AVENUE,11691,1,Far Rockaway - Bayswater,30,1053949,160637,jfougere@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q253,2,3,3,27Q253,apply
Q254,DOE,Q,27,P.S. 254 - The Rosa Parks School,,(718) 846-1840,84-40 101 STREET,11418,1,Richmond Hill,36,1026443,193246,ndrouil@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q254,2,3,3,27Q254,apply
Q266,DOE,Q,26,P.S. / I.S. 266,,(718) 479-3920,74-10 COMMONWEALTH BOULEVARD,11426,1,Bellerose,18,1059605,211058,lnestor2@schools.nyc.gov,schools.nyc.gov/schoolportals/26/Q266,5,9,3,26Q266,apply
Q270,DOE,Q,29,The Gordon Parks School,,(718) 341-8280,233-15 MERRICK BOULEVARD,11422,1,Laurelton,18,1057353,185310,pwheeler2@schools.nyc.gov,schools.nyc.gov/schoolportals/29/Q270,5,9,3,29Q270,apply
Q273,DOE,Q,27,P.S. 273,,(718) 286-8300,88-07 102ND STREET,11418,1,Richmond Hill,36,1027416,192016,,schools.nyc.gov/schoolportals/27/Q273,2,3,3,27Q273,apply
Q290,DOE,Q,24,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,,(718) 571-6900,55-20 METROPOLITAN AVENUE,11385,1,Ridgewood,36,1013850,204584,aceacademyforscholars@gmail.com,ps290elementaryschool.com,2,3,3,24Q290,apply
Q295,DOE,Q,29,P.S./I.S. 295,,(718) 464-1433,222-14 JAMAICA AVENUE,11428,1,Queens Village,54,1058685,201984,dlavignejones@schools.nyc.gov,schools.nyc.gov/schoolportals/29/Q295,5,9,3,29Q295,apply
Q303,DOE,Q,28,The Academy for Excellence through the Arts,,(718) 459-1358,108-55 69 AVENUE,11375,1,Forest Hills,36,1027493,203703,bleto2@schools.nyc.gov,schools.nyc.gov/schoolportals/28/Q303,2,7,3,28Q303,apply
Q305,DOE,Q,24,Learners and Leaders,,(718) 366-1061,378 SENECA AVENUE,11385,1,Ridgewood,36,1007824,196826,lbotfel@schools.nyc.gov,schools.nyc.gov/schoolportals/24/Q305,5,9,3,24Q305,apply
Q306,DOE,Q,27,New York City Academy for Discovery,,(718) 441-2165,95-16 89TH AVENUE,11421,1,Woodhaven,36,1026235,191305,cleone8@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q306,2,3,3,27Q306,apply
Q316,DOE,Q,27,Queens Explorer's Elementary,,(718) 558-7088,90-07 101ST AVENUE,11416,1,Woodhaven,216,1025871,188263,ps316ozonepark@gmail.com,schools.nyc.gov/schoolportals/27/Q316,2,3,3,27Q316,apply
Q317,DOE,Q,27,WATERSIDE CHILDREN'S STUDIO SCHOOL,,(718) 634-1344,190 BEACH 110 STREET,11694,1,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,54,1031038,150951,watersidecss@gmail.com,schools.nyc.gov/schoolportals/27/Q317,3,3,3,27Q317,apply
Q333,DOE,Q,27,Goldie Maple Academy,,(718) 945-3300,3-65 BEACH 56 STREET,11692,1,Hammels - Arverne - Edgemere,72,1043527,155806,alogansmith@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q333,2,3,3,27Q333,apply
Q342,CHARTER,Q,28,"Rochdale Early Advantage Charter School, The",,(718) 978-0075,122-05 Smith Street,11434,1,Baisley Park,36,1045782,186986,tmuniz@recschool.com,,2,1,2,28Q342,apply
Q343,DOE,Q,24,The Children's Lab School,,(718) 361-3300,45-45 42ND STREET,11104,1,Hunters Pt - Sunnyside - W Maspeth,36,1005703,209569,info@ps343.org,ps343.org,2,3,3,24Q343,apply
Q349,DOE,Q,28,P.S. 349,,(718) 935-3608,88-08 164thÿStreet ,11432,1,Jamaica,36,1040216,197455,TBatesHowell@schools.nyc.gov,,5,9,3,28Q349,apply
Q354,DOE,Q,28,PS 354,,(718) 276-1348,126-10 BEDELL STREET,11434,1,Springfield Gardens North,72,1046831,186978,raskew@schools.nyc.gov,ps354.org,2,3,3,28Q354,apply
Q360,DOE,Q,29,P.S. 360,,(718) 935-3610,199-10 112 AVENUE,11412,1,St. Albans,36,1051823,195289,RCooke3@schools.nyc.gov,,9,9,3,29Q360,apply
Q361,DOE,Q,30,P.S. 361,,(718) 935-3614,57-02 to 57-08 39th Avenue,11377,1,Woodside,54,1010261,211774,NHwang@schools.nyc.gov,,5,9,3,30Q361,apply
Q362,DOE,Q,27,Wave Preparatory Elementary School,,(718) 327-7091,535 BRIAR PLACE,11691,1,Far Rockaway - Bayswater,36,1051276,157885,gferguson@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q362,2,3,3,27Q362,apply
Q499,DOE,Q,25,"The Queens College School for Math, Science and Technology",,(718) 461-7462,148-20 REEVES AVENUE,11367,1,Kew Gardens Hills,18,1033794,208475,hjacob2@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q499,3,3,3,25Q499,apply
Q705,CHARTER,Q,30,"Renaissance Charter School UPK, The",,(718) 803-0060,35-59 81 Street,11372,1,Jackson Heights,18,1016113,212508,fsmith@renaissancecharter.org,renaissancecharter.org,3,2,1,30Q705,apply
QAAB,NYCEEC,Q,28,Beth Gavriel/Sha'Arei Zion Ohel Bracha,,(718) 897-6771,7524 Grand Central Parkway,11375,1,Forest Hills,40,1030077,201214,shoshi1@aol.com,,2,3,1,28QAAB,apply
QAAD,NYCEEC,Q,24,A Child's Place Too - 108th Street,,(718) 565-2466,32-20 108th Street,11369,1,East Elmhurst,45,1022611,215949,uprekacp@gmail.com,achildsplacetoo.com,6,3,2,24QAAD,apply
QAAM,NYCEEC,Q,28,Bais Yaakov Academy of Queens (Metropolitan Ave),,(718) 847-5352,124-50 Metropolitan Avenue,11415,1,Kew Gardens,19,1032251,195995,acohen.byqueens@gmail.com,,7,3,1,28QAAM,apply
QABC,NYCEEC,Q,24,Christ the King Community Preschool,,(718) 417-6770,6802 Metropolitan Avenue,11379,1,Ridgewood,90,1015221,198536,lchavez@ctkny.org,ctkny.org,7,3,1,24QABC,apply
QABL,NYCEEC,Q,30,"Garden School, Inc.",,(718) 335-6363,3316 79th Street,11372,1,Jackson Heights,72,1015193,214146,info@gardenschool.org,gardenschool.org,7,3,1,30QABL,apply
QABS,NYCEEC,Q,27,Holy Child Jesus School,,(718) 849-3988,11102 86th Avenue,11418,2,Richmond Hill,69,1029268,193838,SantaMaria1345@yahoo.com,hcjcany.org,3,7,1,27QABS,apply
QACC,NYCEEC,Q,30,Immaculate Conception School,,(718) 728-1969,21-63 29th Street,11105,1,Steinway,36,1008949,222490,principal@icsastoria.org,icsastoria.org,5,9,3,30QACC,apply
QACD,NYCEEC,Q,29,Incarnation School,,(718) 465-5066,8915 Francis Lewis Boulevard,11427,1,Jamaica Estates - Holliswood,36,1051423,201407,principal@incrc.org,,7,7,2,29QACD,apply
QACJ,NYCEEC,Q,28,Jewish Institute of Queens,,(718) 426-9369,6005 Woodhaven Boulevard,11373,1,Rego Park,72,1020000,205666,office@queensgymnasia.org,JIQUEENS.COM,3,3,1,28QACJ,apply
QADN,NYCEEC,Q,27,Ave Maria Catholic Academy,,(718) 848-7440,158-20 101st Street,11414,1,Lindenwood - Howard Beach,18,1030565,180262,mmcmanus@amcahb.org,amcahb.org,5,9,3,27QADN,apply
QADP,NYCEEC,Q,29,Our Lady of Lourdes Catholic Academy,,(718) 464-1480,92-80 220th Street,11428,1,Queens Village,18,1057235,202865,ollcatholicacademy@gmail.com,ollqv.net,5,9,3,29QADP,apply
QADQ,NYCEEC,Q,28,Our Lady of Mercy Catholic Academy,,(718) 793-2086,7025 Kessel Street,11375,1,Forest Hills,72,1025740,199447,principal@mercyhills.org,olmercyca.org,3,3,1,28QADQ,apply
QADR,NYCEEC,Q,24,Notre Dame Catholic Academy of Ridgewood,,(718) 821-2221,62-22 61st Street,11385,1,Ridgewood,18,1011398,198614,cuomondca@yahoo.com,,5,9,3,24QADR,apply
QADX,NYCEEC,Q,26,Our Lady of the Blessed Sacrament School,,(718) 229-4434,34-45 202nd Street,11361,1,Bayside - Bayside Hills,36,1043737,218535,jkane@diobrook.org,olbsschool.org,5,9,3,26QADX,apply
QADZ,NYCEEC,Q,28,Our Saviour Lutheran School,,(718) 897-4343,6433 Woodhaven Boulevard,11374,1,Middle Village,90,1021535,201917,school@our-saviour.org,osnyec.org,3,3,1,28QADZ,apply
QAEG,NYCEEC,Q,30,Grace Lutheran School,,(718) 545-1129,3120 21st Avenue,11105,1,Steinway,36,1009762,222491,info@gracearoundthecorner.org,gracearoundthecorner.org,7,3,1,30QAEG,apply
QAEQ,NYCEEC,Q,26,Sacred Heart School,,(718) 631-4804,216-01 38th Avenue,11361,1,Bayside - Bayside Hills,36,1048741,219042,shsbayside@aol.com,,5,9,3,26QAEQ,apply
QAFC,NYCEEC,Q,27,Saint Camillus School,,(718) 634-5260,185 Beach 99th Street,11694,1,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,20,1034204,151925,kmontero@saintcamillusschool.com,saintcamillusschool.com,3,3,2,27QAFC,apply
QAFF,NYCEEC,Q,29,St. Clare Catholic Academy,,(718) 528-7174,137-25 Brookville Boulevard,11422,1,Rosedale,36,1057487,183258,mbasile@stclarecatholicacademy.org,stclarecatholicacademy.org,5,9,3,29QAFF,apply
QAFJ,NYCEEC,Q,27,Saint Elizabeth School,,(718) 843-0914,9401 85th Street,11416,1,Woodhaven,90,1024149,189094,secaupk@Gmail.com,,3,3,1,27QAFJ,apply
QAFR,NYCEEC,Q,27,Saint Helen Catholic Academy,,(718) 835-4155,83-09 157th Avenue,11414,1,Lindenwood - Howard Beach,36,1025898,180292,czerillo@sthelencatholicacademy.org,sthelencatholicacademy.org,5,9,3,27QAFR,apply
QAFY,NYCEEC,Q,25,Saint Kevin School,,(718) 357-8110,4550 195th Street,11358,1,Auburndale,108,1043408,214042,stkevinschool@yahoo.com,stkevincatholicacademy.org,2,3,1,25QAFY,apply
QAGC,NYCEEC,Q,27,St. Mary Gate of Heaven,,(718) 846-0689,104-06 101st Avenue,11416,1,Richmond Hill,54,1029001,189279,corsoralph@gmail.com,smgh.org,5,9,3,27QAGC,apply
QAGI,NYCEEC,Q,28,Saint Nicolas of Tolentine School,,(718) 380-1900,8022 Parsons Boulevard,11435,1,Kew Gardens Hills,36,1037158,201181,svidal@sntschool.org,sntschool.org,3,3,2,28QAGI,apply
QAGR,NYCEEC,Q,24,Saint Stanislaus Kostka School,,(718) 326-1585,6117 Grand Avenue,11378,3,Maspeth,36,1010927,202441,ststansupk@gmail.com,ststansschool.org,8,3,1,24QAGR,apply
QAGU,NYCEEC,Q,27,Saint Thomas the Apostle School,,(718) 847-3904,8749 87th Street,11421,1,Woodhaven,72,1024009,191219,stafpq@nyc.rr.com,stawoodhaven.com,3,7,1,27QAGU,apply
QAGW,NYCEEC,Q,24,Sesame Sprout,,(718) 271-2294,96-08 57 Avenue,11368,1,Corona,34,1021854,207553,skrinsky@sesamesproutschool.com,sesamesproutschool.com,7,7,1,24QAGW,apply
QAHH,NYCEEC,Q,25,"Stepping Stone Day School, Inc.",,(718) 591-9093,7740 Vleigh Place,11367,1,Kew Gardens Hills,44,1033919,201620,yvettea@steppingstonedayschool.org,steppingstonedayschool.org,7,2,1,25QAHH,apply
QAHI,NYCEEC,Q,29,Saints Joachim and Anne School,,(718) 465-2230,21819 105th Avenue,11429,6,Queens Village,36,1056672,198839,ssjaschool@aol.com,ssjaschool.org,3,3,1,29QAHI,apply
QAIR,NYCEEC,Q,28,Yeshiva Tifereth Moshe Day Care,,(718) 846-7300,8306 Abingdon Road,11415,1,Kew Gardens,19,1030263,197144,ytmdaycare@gmail.com,tiferesmoshe.org,3,3,1,28QAIR,apply
QAJB,NYCEEC,Q,24,"Books and Rattles, Inc. Site 2",,(718) 381-7777,6308 69th Place,11379,1,Middle Village,15,1015680,200155,peekaboolc1@aol.com,booksandrattlesinc.com,3,3,1,24QAJB,apply
QAJR,NYCEEC,Q,25,YMCA of Greater New York - Flushing,,(718) 551-9356,13846 Northern Boulevard,11354,1,Flushing,56,1032345,217683,lrothstein@YMCAnyc.org,ymcanyc.org/flushing,3,3,2,25QAJR,apply
QAJX,NYCEEC,Q,26,YMCA of Greater New York - Cross Island,,(718) 551-9313,238-10 Hillside Avenue,11426,1,Bellerose,54,1059754,206399,sbatra@YMCAnyc.org,ymcanyc.org,7,3,1,26QAJX,apply
QAKA,NYCEEC,Q,26,Little Meadows Early Childhood Center,,(718) 454-6460,67-25 188th Street,11365,1,Fresh Meadows - Utopia,28,1044022,207670,lmecc@littlemeadows.org,littlemeadows.org,3,3,1,26QAKA,apply
QAKH,NYCEEC,Q,26,Samuel Field YM & YWHA (Little Neck),,(718) 225-6750,5820 Little Neck Pkwy.,11362,1,Douglas Mnr- Douglaston - Little Neck,54,1060902,216694,tcampo@sfy.org,sfy.org,3,7,1,26QAKH,apply
QAKQ,NYCEEC,Q,24,Denizko DCC,,(718) 426-0123,51-07 69th Street,11377,1,Maspeth,13,1013141,207040,one23stepahead@gmail.com,,3,7,1,24QAKQ,apply
QAKT,NYCEEC,Q,24,Mi Nuevo Mundo,,(718) 476-3128,100-05 39th Avenue,11368,1,North Corona,18,1021520,212594,mnm104100@gmail.com,,3,3,2,24QAKT,apply
QAKV,NYCEEC,Q,25,Honeypot Day Care,,(718) 539-2388,140-22 Beech Avenue,11355,1,Flushing,28,1033397,214282,honeypotdcc@gmail.com,honeypotdcc.com,3,6,1,25QAKV,apply
QAKW,NYCEEC,Q,27,Kwanis First Step,,(718) 848-0300,8212 151st Avenue,11414,1,Lindenwood - Howard Beach,28,1025352,182507,sam.verdi@heartshare.org,heartshare.org,2,7,2,27QAKW,apply
QAKY,NYCEEC,Q,25,Kissena Cherry Day Care,,(917) 952-6727,14026 Cherry Avenue,11355,1,Flushing,56,1033587,214128,flora888c@yahoo.com,kissenadaycare.com,2,6,1,25QAKY,apply
QAKZ,NYCEEC,Q,26,"BRIGHT BEGINNINGS IN QUEENS VILLAGE, INC.",,(718) 264-3860,8045 Winchester Boulevard,11427,1,Bellerose,18,1059334,207936,bbqv@verizon.net,Brightbeginningsinqueensvillage.com,5,9,3,26QAKZ,apply
QALA,NYCEEC,Q,25,Rainbow Child Dev Center,,(718) 321-1610,13320 Avery Avenue,11355,1,Flushing,72,1031102,213556,info@rainbowchildlearning.com,rainbowchildlearning.com,3,7,1,25QALA,apply
QALC,NYCEEC,Q,25,Little Sweet Angels Preschool,,(718) 888-1819,14627 Beech Avenue#1B,11355,1,East Flushing,36,1034728,215538,daphneyeh.lsaprek@gmail.com,littlesweetangels.com,3,7,2,25QALC,apply
QALD,NYCEEC,Q,26,Kiddie Academy of Little Neck,,(718) 229-2829,25220 Northern Boulevard3rd Floor,11362,1,Douglas Mnr- Douglaston - Little Neck,54,1057488,219913,kiddieacademy.littleneck@gmail.com,kiddieacademy.com,3,3,1,26QALD,apply
QALM,NYCEEC,Q,26,Professional Childcare Inc.,,(718) 229-5357,3803 Francis Lewis Boulevard,11358,1,Bayside - Bayside Hills,18,1043792,217155,ny1school@gmail.com,,1,7,1,26QALM,apply
QALO,NYCEEC,Q,28,Imagine Early Learning Center,,(718) 557-5520,1 Jamaica Center Plaza,11432,1,Jamaica,15,1039468,195353,catherine@imagineelc.com,imagineelc.com,5,1,1,28QALO,apply
QALP,NYCEEC,Q,29,Early Sunrise Preschool,,(718) 736-9064,18708 Hillside Avenue,11432,1,Jamaica,29,1046665,199698,horna21547@aol.com,,3,7,2,29QALP,apply
QALQ,NYCEEC,Q,30,Elber Islamic School,,(917) 362-1130,25-42 49th Street,11103,1,Astoria,33,1010414,217481,amohamed2@gmail.com,,5,9,3,30QALQ,apply
QALW,NYCEEC,Q,24,Peek-A-Boo! Learning Center,,(718) 899-1532,75-02 51st Avenue,11373,1,Elmhurst - Maspeth,20,1015239,207610,areyes@booksandrattlesinc.com,booksandrattlesinc.com,3,3,1,24QALW,apply
QAMB,NYCEEC,Q,30,Jackson Heights Learning Center Annex,,(917) 382-5150,7910 34 Avenue  Suite 1X,11372,1,Jackson Heights,20,1015411,213723,jacksonheightselc@gmail.com,,3,6,2,30QAMB,apply
QAMJ,NYCEEC,Q,27,Little Dolphin,,(718) 641-7754,10701 Crossbay Boulevard,11417,1,Ozone Park,40,1027563,186624,dolphin10701@yahoo.com,littledolphin.org,2,7,1,27QAMJ,apply
QAMN,NYCEEC,Q,27,"Richmond Hill Day Care, Inc.",,(718) 441-8191,11524 Myrtle Avenue,11418,1,Richmond Hill,20,1030274,194385,richhilldc@gmail.com,,1,7,1,27QAMN,apply
QAMO,NYCEEC,Q,24,Greater Ridgewood,,(718) 456-5437,5903 Summerfield Street,11385,1,Ridgewood,54,1012517,194119,lstarsprek@thegryc.org,thegryc.org,3,3,2,24QAMO,apply
QAMS,NYCEEC,Q,30,Kid Krazy,,(718) 204-0646,2519 27 Street,11102,1,Old Astoria,18,1006262,220364,kdkrzyprschl@aol.com,kidkrazypreschool.com,7,7,1,30QAMS,apply
QAMT,NYCEEC,Q,27,Ralph Hirschkorn Child Care Center,,(718) 327-1141,310 Beach 20th Street,11691,1,Far Rockaway - Bayswater,48,1052560,157261,rhccclisa@hotmail.com,,3,3,1,27QAMT,apply
QAMU,NYCEEC,Q,29,Saratoga Early Childhood Education Center,,(718) 244-0670,17515 Rockaway Boulevard,11434,1,Springfield Gardens S - Brookville,12,1048162,179040,jameddir@verizon.net,,3,7,1,29QAMU,apply
QAMV,NYCEEC,Q,30,SCO Family of Services Jerome Hardeman ECE,,(718) 779-1660,29-49 Gillmore Street,11369,1,East Elmhurst,75,1021867,216706,mfadoul@sco.com,sco.org/programs/early-childhood/,3,7,1,30QAMV,apply
QANH,NYCEEC,Q,27,Quick Start Day Care Center Inc.,,(718) 659-6928,126-22 150th Street,11436,1,Baisley Park,26,1042850,184315,quickdayc@aol.com,,3,7,1,27QANH,apply
QANO,NYCEEC,Q,24,International Chidren's School,,(718) 271-1000,57-27 Penrod Street,11368,3,Corona,51,1024153,208805,internationalchildren@yahoo.com,,1,7,1,24QANO,apply
QANR,NYCEEC,Q,24,Malcolm X Day Care,,(718) 651-7880,11112 Northern Boulevard,11368,1,North Corona,60,1023605,215374,DUNNINGX@E-S-S.ORG,,3,7,2,24QANR,apply
QANS,NYCEEC,Q,29,"A to Z Center Too, Inc.",,(718) 740-8400,220-24 Jamaica Avenue,11428,1,Queens Village,130,1058114,201386,ATOZTOO@YAHOO.COM,atozcentertoo.com,3,3,1,29QANS,apply
QANT,NYCEEC,Q,30,Child Center of NY 1,,(718) 943-2800,6002 Roosevelt Avenue,11377,1,Woodside,53,1010890,210856,mariemason@childcenterny.org,childcenterny.org,2,2,1,30QANT,apply
QANU,NYCEEC,Q,24,Happy Dragon of New York,,(718) 397-5733,8602 57th Avenue,11373,1,Elmhurst,52,1018566,206123,director@happydragonschool.com,happydragonschool.com,7,6,1,24QANU,apply
QANV,NYCEEC,Q,28,Happy Dragon of USA Inc.,,(718) 271-5637,9825 Horace Harding Expressway,11368,1,Corona,98,1023141,207444,director@happydragonschool.com,happydragonschool.com,2,6,1,28QANV,apply
QANZ,NYCEEC,Q,27,Battalion Christian Academy,,(718) 634-7172,454 Beach 67 Street,11692,1,Hammels - Arverne - Edgemere,18,1040910,155872,bcafarrockaway@gmail.com,battalionchurch.org,7,8,2,27QANZ,apply
QAOC,NYCEEC,Q,28,Afro American Parents,,(347) 676-5077,117-02 Guy Brewer Blvd,11434,1,Baisley Park,16,1044395,188580,aapedcc3@aol.com,,3,2,1,28QAOC,apply
QAOO,NYCEEC,Q,28,Forest Park - Beth Jacob,,(718) 896-4444,10235 63rd Road,11375,1,Forest Hills,148,1024841,206519,info@forestparkschool.org,forestparkpreschool.com,3,7,1,28QAOO,apply
QAOQ,NYCEEC,Q,27,Rockaway Child Care Center,,(718) 327-1384,1466 Beach Channel Dr.,11691,1,Far Rockaway-Bayswater,18,1052952,161672,rockawayccc@aol.com,,3,7,1,27QAOQ,apply
QAOW,NYCEEC,Q,27,All My Children Day Care 6,,(718) 322-2030,11716 Sutphin Boulevard,11434,1,Baisley Park,40,1041882,187064,info@amcearlylearn.com,allmychildrendaycare.com,3,7,1,27QAOW,apply
QAPB,NYCEEC,Q,28,All My Children Day Care 4,,(718) 526-5911,11015 164th Place,11433,1,South Jamaica,40,1043382,192083,info@allmychildrendaycare.com,allmychildrendaycare.com,3,7,1,28QAPB,apply
QAPD,NYCEEC,Q,24,NY League Forest Hills West,,(718) 639-9750,6325 Dry Harbor Road,11379,1,Middle Village,16,1019247,202210,mary.rosa@yai.org,yai.org,2,3,2,24QAPD,apply
QAPK,NYCEEC,Q,28,Concerned Parents of Jamaica Early Learning Center,,(718) 658-4091,143-04 101st Avenue,11435,1,Jamaica,69,1037526,192496,mmenrtor1cpjelc@gmail.com,concernedparentsofjamaica.com,3,3,2,28QAPK,apply
QAPL,NYCEEC,Q,28,Sholom Day Care 1,,(718) 850-2934,8204 Lefferts Boulevard,11418,1,Kew Gardens,30,1030936,197073,sholomdaycare@aol.com,,3,7,1,28QAPL,apply
QAPM,NYCEEC,Q,28,Charles R Drew ELC 3,,(718) 523-7600,16515 Archer Avenue,11433,1,Jamaica,38,1041433,195926,crddcc@aol.com,charlesrdrewforsuccess.org,3,7,2,28QAPM,apply
QAPP,NYCEEC,Q,29,Be Above Site 16,,(718) 978-0400,189-26 Linden Blvd,11412,1,St. Albans,56,1050411,191374,jameddir@verizon.net,,3,3,2,29QAPP,apply
QAPS,NYCEEC,Q,29,Be Above 22 (New World Education Center),,(718) 528-8751,13737 Farmers Boulevard,11434,1,Springfield Gardens North,30,1049800,184577,nwecsamuels@hotmail.com,babove.com,3,7,1,29QAPS,apply
QAPU,NYCEEC,Q,29,Xcel Tiny Tots Inc.,,(718) 740-2557,113-15 Springfield Blvd,11429,1,Queens Village,18,1056311,195743,XceltinytotsUPK@gmail.com,XcelTinyTots.com,3,3,1,29QAPU,apply
QAPW,NYCEEC,Q,30,Queensbridge ECDC,,(718) 722-6026,38-11 27th Street,11101,1,Queensbridge-Ravenswood-Long Island City,96,1002192,214313,desiree.fryson@ccbq.org,ccbq.org,3,3,1,30QAPW,apply
QAQC,NYCEEC,Q,27,Howard Beach Judea Center,,(718) 848-1111,16205 90th Street,11414,1,Lindenwood - Howard Beach,18,1028325,177403,fantasyrich@aol.com,,3,3,2,27QAQC,apply
QARC,NYCEEC,Q,27,Lucille Rose DCC,,(718) 634-0331,148 Beach 59th St,11692,1,Hammels - Arverne - Edgemere,36,1043060,154568,lucillerosedcc@twcmetrobiz.com,,3,7,1,27QARC,apply
QARE,NYCEEC,Q,30,PAL Woodside Early Learn Center,,(718) 278-3616,5037 Broadway,11377,1,Astoria,31,1009287,214406,skelley@palnyc.org,palnyc.org,3,7,1,30QARE,apply
QARG,NYCEEC,Q,28,South Jamaica Center for Children and Parents Inc. Center 1,,(718) 526-2500,11402 Guy R Brewer Boulevard,11434,1,Baisley Park,34,1043654,190194,acanteysjc@aol.com,,3,7,1,28QARG,apply
