LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
Q316,DOE,Q,27,Queens Explorer's Elementary, ,(718) 558-7088,90-07 101ST AVENUE,11416,1,Woodhaven,216,1025871,188263,ps316ozonepark@gmail.com,schools.nyc.gov/schoolportals/27/Q316,2,3,3,27Q316,info
Q317,DOE,Q,27,WATERSIDE CHILDREN'S STUDIO SCHOOL, ,(718) 634-1344,190 BEACH 110 STREET,11694,1,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,54,1031038,150951,watersidecss@gmail.com,schools.nyc.gov/schoolportals/27/Q317,3,3,3,27Q317,info
Q333,DOE,Q,27,Goldie Maple Academy,Full-Day Pre-K Program that MAY Have Available Seats,(718) 945-3300,3-65 BEACH 56 STREET,11692,1,Hammels - Arverne - Edgemere,72,1043527,155806,alogansmith@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q333,2,3,3,27Q333,info
Q342,CHARTER,Q,28,"Rochdale Early Advantage Charter School, The", ,(718) 978-0075,122-05 Smith Street,11434,1,Baisley Park,36,1045782,186986,tmuniz@recschool.com,,2,1,2,28Q342,info
Q343,DOE,Q,24,The Children's Lab School, ,(718) 361-3300,45-45 42ND STREET,11104,1,Hunters Pt - Sunnyside - W Maspeth,36,1005703,209569,info@ps343.org,ps343.org,2,3,3,24Q343,info
Q349,DOE,Q,28,P.S. 349, ,(718) 935-3608,88-08 164thÿStreet ,11432,1,Jamaica,36,1040216,197455,TBatesHowell@schools.nyc.gov,,5,9,3,28Q349,info
Q354,DOE,Q,28,PS 354,Full-Day Pre-K Program that MAY Have Available Seats,(718) 276-1348,126-10 BEDELL STREET,11434,1,Springfield Gardens North,72,1046831,186978,raskew@schools.nyc.gov,ps354.org,2,3,3,28Q354,info
Q360,DOE,Q,29,P.S. 360,Full-Day Pre-K Program that MAY Have Available Seats,(718) 935-3610,199-10 112 AVENUE,11412,1,St. Albans,36,1051823,195289,RCooke3@schools.nyc.gov,,9,9,3,29Q360,info
Q361,DOE,Q,30,P.S. 361, ,(718) 935-3614,57-02 to 57-08 39th Avenue,11377,1,Woodside,54,1010261,211774,NHwang@schools.nyc.gov,,5,9,3,30Q361,info
Q362,DOE,Q,27,Wave Preparatory Elementary School, ,(718) 327-7091,535 BRIAR PLACE,11691,1,Far Rockaway - Bayswater,80,1051276,157885,gferguson@schools.nyc.gov,schools.nyc.gov/schoolportals/27/Q362,2,3,3,27Q362,info
Q499,DOE,Q,25,"The Queens College School for Math, Science and Technology", ,(718) 461-7462,148-20 REEVES AVENUE,11367,1,Kew Gardens Hills,18,1033794,208475,hjacob2@schools.nyc.gov,schools.nyc.gov/schoolportals/25/Q499,3,3,3,25Q499,info
Q705,CHARTER,Q,30,"Renaissance Charter School UPK, The", ,(718) 803-0060,35-59 81 Street,11372,1,Jackson Heights,18,1016113,212508,fsmith@renaissancecharter.org,renaissancecharter.org,3,2,1,30Q705,info
QAAB,NYCEEC,Q,28,Beth Gavriel/Sha'Arei Zion Ohel Bracha, ,(718) 897-6771,7524 Grand Central Parkway,11375,1,Forest Hills,40,1030077,201214,shoshi1@aol.com,,2,3,1,28QAAB,info
QAAD,NYCEEC,Q,24,A Child's Place Too - 108th Street, ,(718) 565-2466,32-20 108th Street,11369,1,East Elmhurst,45,1022611,215949,uprekacp@gmail.com,achildsplacetoo.com,6,3,2,24QAAD,info
QAAM,NYCEEC,Q,28,Bais Yaakov Academy of Queens (Metropolitan Ave), ,(718) 847-5352,124-50 Metropolitan Avenue,11415,1,Kew Gardens,19,1032251,195995,acohen.byqueens@gmail.com,,7,3,1,28QAAM,info
QABC,NYCEEC,Q,24,Christ the King Community Preschool, ,(718) 417-6770,6802 Metropolitan Avenue,11379,1,Ridgewood,94,1015221,198536,lchavez@ctkny.org,ctkny.org,7,3,1,24QABC,info
QABL,NYCEEC,Q,30,"Garden School, Inc.", ,(718) 335-6363,3316 79th Street,11372,1,Jackson Heights,72,1015193,214146,info@gardenschool.org,gardenschool.org,7,3,1,30QABL,info
QABS,NYCEEC,Q,27,Holy Child Jesus School, ,(718) 849-3988,11102 86th Avenue,11418,2,Richmond Hill,69,1029268,193838,SantaMaria1345@yahoo.com,hcjcany.org,3,7,1,27QABS,info
QACC,NYCEEC,Q,30,Immaculate Conception School, ,(718) 728-1969,21-63 29th Street,11105,1,Steinway,72,1008949,222490,principal@icsastoria.org,icsastoria.org,5,9,3,30QACC,info
QACD,NYCEEC,Q,29,Incarnation School, ,(718) 465-5066,8915 Francis Lewis Boulevard,11427,1,Jamaica Estates - Holliswood,36,1051423,201407,principal@incrc.org,,7,7,2,29QACD,info
QACJ,NYCEEC,Q,28,Jewish Institute of Queens, ,(718) 426-9369,6005 Woodhaven Boulevard,11373,1,Rego Park,72,1020000,205666,office@queensgymnasia.org,JIQUEENS.COM,3,3,1,28QACJ,info
QADN,NYCEEC,Q,27,Ave Maria Catholic Academy, ,(718) 848-7440,158-20 101st Street,11414,1,Lindenwood - Howard Beach,40,1030565,180262,mmcmanus@amcahb.org,amcahb.org,5,9,3,27QADN,info
QADP,NYCEEC,Q,29,Our Lady of Lourdes Catholic Academy, ,(718) 464-1480,92-80 220th Street,11428,1,Queens Village,18,1057235,202865,ollcatholicacademy@gmail.com,ollqv.net,5,9,3,29QADP,info
QADQ,NYCEEC,Q,28,Our Lady of Mercy Catholic Academy, ,(718) 793-2086,7025 Kessel Street,11375,1,Forest Hills,72,1025740,199447,principal@mercyhills.org,olmercyca.org,3,3,1,28QADQ,info
QADR,NYCEEC,Q,24,Notre Dame Catholic Academy of Ridgewood, ,(718) 821-2221,62-22 61st Street,11385,1,Ridgewood,54,1011398,198614,cuomondca@yahoo.com,,5,9,3,24QADR,info
QADX,NYCEEC,Q,26,Our Lady of the Blessed Sacrament School, ,(718) 229-4434,34-45 202nd Street,11361,1,Bayside - Bayside Hills,36,1043737,218535,jkane@diobrook.org,olbsschool.org,5,9,3,26QADX,info
QADZ,NYCEEC,Q,28,Our Saviour Lutheran School, ,(718) 897-4343,6433 Woodhaven Boulevard,11374,1,Middle Village,90,1021535,201917,school@our-saviour.org,osnyec.org,3,3,1,28QADZ,info
QAEG,NYCEEC,Q,30,Grace Lutheran School, ,(718) 545-1129,3120 21st Avenue,11105,1,Steinway,36,1009762,222491,info@gracearoundthecorner.org,gracearoundthecorner.org,7,3,1,30QAEG,info
QAEP,NYCEEC,Q,29,Sacred Heart Catholic Academy, ,(718) 527-0123,115-50 221 Street,11411,1,Cambria Heights,18,1057003,193854,sacredheartrcch@gmail.com,,5,9,3,29QAEP,Info
QAEQ,NYCEEC,Q,26,Sacred Heart School,Full-Day Pre-K Program that MAY Have Available Seats,(718) 631-4804,216-01 38th Avenue,11361,1,Bayside - Bayside Hills,36,1048741,219042,shsbayside@aol.com,,5,9,3,26QAEQ,info
QAFC,NYCEEC,Q,27,Saint Camillus School, ,(718) 634-5260,185 Beach 99th Street,11694,1,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,38,1034204,151925,kmontero@saintcamillusschool.com,saintcamillusschool.com,3,3,2,27QAFC,info
QAFF,NYCEEC,Q,29,St. Clare Catholic Academy, ,(718) 528-7174,137-25 Brookville Boulevard,11422,1,Rosedale,36,1057487,183258,mbasile@stclarecatholicacademy.org,stclarecatholicacademy.org,5,9,3,29QAFF,info
QAFJ,NYCEEC,Q,27,Saint Elizabeth School, ,(718) 843-0914,9401 85th Street,11416,1,Woodhaven,90,1024149,189094,secaupk@Gmail.com,,3,3,1,27QAFJ,info
QAFR,NYCEEC,Q,27,Saint Helen Catholic Academy, ,(718) 835-4155,83-09 157th Avenue,11414,1,Lindenwood - Howard Beach,40,1025898,180292,czerillo@sthelencatholicacademy.org,sthelencatholicacademy.org,5,9,3,27QAFR,info
QAFY,NYCEEC,Q,25,Saint Kevin School,Full-Day Pre-K Program that MAY Have Available Seats,(718) 357-8110,4550 195th Street,11358,1,Auburndale,108,1043408,214042,stkevinschool@yahoo.com,stkevincatholicacademy.org,2,3,1,25QAFY,info
QAGC,NYCEEC,Q,27,St. Mary Gate of Heaven, ,(718) 846-0689,104-06 101st Avenue,11416,1,Richmond Hill,60,1029001,189279,corsoralph@gmail.com,smgh.org,5,9,3,27QAGC,info
QAGI,NYCEEC,Q,28,Saint Nicolas of Tolentine School, ,(718) 380-1900,8022 Parsons Boulevard,11435,1,Kew Gardens Hills,36,1037158,201181,svidal@sntschool.org,sntschool.org,3,3,2,28QAGI,info
QAGP,NYCEEC,Q,30,St. Sebastian School, ,(718) 928-5997,39-76 58 STREET,0,1,Woodside,58,1010185,211092,admin@stsebastianschool.org,,5,9,3,30QAGP,apply
QAGR,NYCEEC,Q,24,Saint Stanislaus Kostka School, ,(718) 326-1585,6117 Grand Avenue,11378,2,Maspeth,36,1010927,202441,ststansupk@gmail.com,ststansschool.org,8,3,1,24QAGR,apply
QAGU,NYCEEC,Q,27,Saint Thomas the Apostle School, ,(718) 847-3904,8749 87th Street,11421,1,Woodhaven,72,1024009,191219,stafpq@nyc.rr.com,stawoodhaven.com,3,7,1,27QAGU,info
QAGW,NYCEEC,Q,24,Sesame Sprout, ,(718) 271-2294,96-08 57 Avenue,11368,1,Corona,51,1021854,207553,skrinsky@sesamesproutschool.com,sesamesproutschool.com,7,7,1,24QAGW,info
QAHG,NYCEEC,Q,29,Stepping Stone Pre &Grade School, ,(718) 465-2344,114-28 Francis Lewis Boulevard,11412,1,Queens Village,54,1053999,194633,steppingstone1982@hotmail.com,,5,9,3,29QAHG,info
QAHH,NYCEEC,Q,25,"Stepping Stone Day School, Inc.", ,(718) 591-9093,7740 Vleigh Place,11367,1,Kew Gardens Hills,44,1033919,201620,yvettea@steppingstonedayschool.org,steppingstonedayschool.org,7,2,1,25QAHH,info
QAHI,NYCEEC,Q,29,Saints Joachim And Anne School, ,(718) 465-2230,218-19 105 Avenue,11429,1,Queens Village,36,1056691,198832,ssjaschool@aol.com,ssjaschool.org,5,9,3,29QAHI,apply
QAIM,NYCEEC,Q,25,Yeshiva Of Central Queens, ,(718) 793-8500,147-37 70 Road,11367,1,Kew Gardens Hills,40,1034332,205260,hgoodrich@ycq.us,,5,9,3,25QAIM,Info
QAIR,NYCEEC,Q,28,Yeshiva Tifereth Moshe Day Care,Full-Day Pre-K Program that MAY Have Available Seats,(718) 846-7300,8306 Abingdon Road,11415,1,Kew Gardens,19,1030263,197144,ytmdaycare@gmail.com,tiferesmoshe.org,3,3,1,28QAIR,info
QAJB,NYCEEC,Q,24,"Books and Rattles, Inc. Site 2", ,(718) 381-7777,6308 69th Place,11379,1,Middle Village,15,1015680,200155,peekaboolc1@aol.com,booksandrattlesinc.com,3,3,1,24QAJB,info
QAJR,NYCEEC,Q,25,YMCA of Greater New York - Flushing, ,(718) 551-9356,13846 Northern Boulevard,11354,1,Flushing,56,1032345,217683,lrothstein@YMCAnyc.org,ymcanyc.org/flushing,3,3,2,25QAJR,info
QAJX,NYCEEC,Q,26,YMCA of Greater New York - Cross Island, ,(718) 551-9313,238-10 Hillside Avenue,11426,1,Bellerose,54,1059754,206399,sbatra@YMCAnyc.org,ymcanyc.org,7,3,1,26QAJX,info
QAKA,NYCEEC,Q,26,Little Meadows Early Childhood Center, ,(718) 454-6460,67-25 188th Street,11365,1,Fresh Meadows - Utopia,28,1044022,207670,lmecc@littlemeadows.org,littlemeadows.org,3,3,1,26QAKA,info
QAKH,NYCEEC,Q,26,Samuel Field YM & YWHA (Little Neck),Full-Day Pre-K Program that MAY Have Available Seats,(718) 225-6750,5820 Little Neck Pkwy.,11362,1,Douglas Mnr- Douglaston - Little Neck,54,1060902,216694,tcampo@sfy.org,sfy.org,3,7,1,26QAKH,info
QAKM,NYCEEC,Q,30,Mi Nuevo Mundo (31-05), ,(718) 476-3128,31-05 51 Street,11377,1,Woodside,40,1009812,214965,mnm104100@gmail.com,,5,9,3,30QAKM,apply
QAKQ,NYCEEC,Q,24,Denizko DCC, ,(718) 426-0123,51-07 69th Street,11377,1,Maspeth,13,1013141,207040,one23stepahead@gmail.com,,3,7,1,24QAKQ,info
QAKT,NYCEEC,Q,24,Mi Nuevo Mundo, ,(718) 476-3128,100-05 39th Avenue,11368,1,North Corona,18,1021520,212594,mnm104100@gmail.com,,3,3,2,24QAKT,info
QAKV,NYCEEC,Q,25,Honeypot Day Care, ,(718) 539-2388,140-22 Beech Avenue,11355,1,Flushing,53,1033397,214282,honeypotdcc@gmail.com,honeypotdcc.com,3,6,1,25QAKV,info
QAKW,NYCEEC,Q,27,Kwanis First Step, ,(718) 848-0300,8212 151st Avenue,11414,1,Lindenwood - Howard Beach,28,1025352,182507,sam.verdi@heartshare.org,heartshare.org,2,7,2,27QAKW,info
QAKY,NYCEEC,Q,25,Kissena Cherry Day Care, ,(917) 952-6727,14026 Cherry Avenue,11355,1,Flushing,76,1033587,214128,flora888c@yahoo.com,kissenadaycare.com,2,6,1,25QAKY,info
QAKZ,NYCEEC,Q,26,"BRIGHT BEGINNINGS IN QUEENS VILLAGE, INC.", ,(718) 264-3860,8045 Winchester Boulevard,11427,1,Bellerose,18,1059334,207936,bbqv@verizon.net,Brightbeginningsinqueensvillage.com,5,9,3,26QAKZ,info
QALA,NYCEEC,Q,25,Rainbow Child Dev Center, ,(718) 321-1610,13320 Avery Avenue,11355,1,Flushing,72,1031102,213556,info@rainbowchildlearning.com,rainbowchildlearning.com,3,7,1,25QALA,info
QALC,NYCEEC,Q,25,Little Sweet Angels Preschool, ,(718) 888-1819,14627 Beech Avenue#1B,11355,1,East Flushing,36,1034728,215538,daphneyeh.lsaprek@gmail.com,littlesweetangels.com,3,7,2,25QALC,info
QALD,NYCEEC,Q,26,Kiddie Academy of Little Neck, ,(718) 229-2829,25220 Northern Boulevard3rd Floor,11362,1,Douglas Mnr- Douglaston - Little Neck,54,1057488,219913,kiddieacademy.littleneck@gmail.com,kiddieacademy.com,3,3,1,26QALD,info
QALM,NYCEEC,Q,26,Professional Childcare Inc., ,(718) 229-5357,3803 Francis Lewis Boulevard,11358,1,Bayside - Bayside Hills,18,1043792,217155,ny1school@gmail.com,,1,7,1,26QALM,info
QALO,NYCEEC,Q,28,Imagine Early Learning Center, ,(718) 557-5520,1 Jamaica Center Plaza,11432,1,Jamaica,15,1039468,195353,catherine@imagineelc.com,imagineelc.com,5,1,1,28QALO,info
QALP,NYCEEC,Q,29,Early Sunrise Preschool,Full-Day Pre-K Program that MAY Have Available Seats,(718) 736-9064,18708 Hillside Avenue,11432,1,Jamaica,29,1046665,199698,horna21547@aol.com,,3,7,2,29QALP,info
QALQ,NYCEEC,Q,30,Elber Islamic School,Full-Day Pre-K Program that MAY Have Available Seats,(917) 362-1130,25-42 49th Street,11103,1,Astoria,34,1010414,217481,amohamed2@gmail.com,,5,9,3,30QALQ,info
QALW,NYCEEC,Q,24,Peek-A-Boo! Learning Center, ,(718) 899-1532,75-02 51st Avenue,11373,1,Elmhurst - Maspeth,20,1015239,207610,areyes@booksandrattlesinc.com,booksandrattlesinc.com,3,3,1,24QALW,info
QAMB,NYCEEC,Q,30,Jackson Heights Learning Center Annex, ,(917) 382-5150,7910 34 Avenue  Suite 1X,11372,1,Jackson Heights,20,1015411,213723,jacksonheightselc@gmail.com,,3,6,2,30QAMB,info
QAMJ,NYCEEC,Q,27,Little Dolphin, ,(718) 641-7754,10701 Crossbay Boulevard,11417,1,Ozone Park,40,1027563,186624,dolphin10701@yahoo.com,littledolphin.org,2,7,1,27QAMJ,info
QAMK,NYCEEC,Q,30,Lolly's Early Childhood Center, ,(516) 852-6339,5-44 47 Avenue,11101,3,Hunters Pt - Sunnyside - W Maspeth,17,997043,210874,ilana@lollyslearningcenter.com,,5,9,3,30QAMK,info
QAMN,NYCEEC,Q,27,"Richmond Hill Day Care, Inc.", ,(718) 441-8191,11524 Myrtle Avenue,11418,1,Richmond Hill,20,1030274,194385,richhilldc@gmail.com,,1,7,1,27QAMN,info
QAMO,NYCEEC,Q,24,Greater Ridgewood, ,(718) 456-5437,5903 Summerfield Street,11385,1,Ridgewood,54,1012517,194119,lstarsprek@thegryc.org,thegryc.org,3,3,2,24QAMO,info
QAMS,NYCEEC,Q,30,Kid Krazy, ,(718) 204-0646,2519 27 Street,11102,1,Old Astoria,18,1006262,220364,kdkrzyprschl@aol.com,kidkrazypreschool.com,7,7,1,30QAMS,info
QAMT,NYCEEC,Q,27,Ralph Hirschkorn Child Care Center, ,(718) 327-1141,310 Beach 20th Street,11691,1,Far Rockaway - Bayswater,48,1052560,157261,rhccclisa@hotmail.com,,3,3,1,27QAMT,info
QAMU,NYCEEC,Q,29,Saratoga Early Childhood Education Center, ,(718) 244-0670,17515 Rockaway Boulevard,11434,1,Springfield Gardens S - Brookville,12,1048162,179040,jameddir@verizon.net,,3,7,1,29QAMU,info
QAMV,NYCEEC,Q,30,SCO Family of Services Jerome Hardeman ECE, ,(718) 779-1660,29-49 Gillmore Street,11369,1,East Elmhurst,75,1021867,216706,mfadoul@sco.com,sco.org/programs/early-childhood/,3,7,1,30QAMV,info
QANH,NYCEEC,Q,27,Quick Start Day Care Center Inc., ,(718) 659-6928,126-22 150th Street,11436,1,Baisley Park,26,1042850,184315,quickdayc@aol.com,,3,7,1,27QANH,info
QANJ,NYCEEC,Q,28,North Side School - Parsons (Half-Day), ,(718) 229-5050,84-60 PARSONS BOULEVARD,11432,3,Briarwood - Jamaica Hill,18,1037792,198993,Richard@nss123.org,,5,9,3,28QANJ,Info
QANR,NYCEEC,Q,24,Malcolm X Day Care,Full-Day Pre-K Program that MAY Have Available Seats,(718) 651-7880,11112 Northern Boulevard,11368,1,North Corona,60,1023600,215376,cannadyh@e-s-s.org,,5,9,3,24QANR,Info
QANS,NYCEEC,Q,29,"A to Z Center Too, Inc.",Full-Day Pre-K Program that MAY Have Available Seats,(718) 740-8400,220-24 Jamaica Avenue,11428,1,Queens Village,130,1058114,201386,ATOZTOO@YAHOO.COM,atozcentertoo.com,3,3,1,29QANS,info
QANT,NYCEEC,Q,30,Child Center of NY 1, ,(718) 943-2800,6002 Roosevelt Avenue,11377,1,Woodside,53,1010890,210856,mariemason@childcenterny.org,childcenterny.org,2,2,1,30QANT,info
QANU,NYCEEC,Q,24,Happy Dragon of New York, ,(718) 397-5733,8602 57th Avenue,11373,1,Elmhurst,52,1018566,206123,director@happydragonschool.com,happydragonschool.com,7,6,1,24QANU,info
QANV,NYCEEC,Q,28,Happy Dragon of USA Inc., ,(718) 271-5637,9825 Horace Harding Expressway,11368,1,Corona,98,1023141,207444,director@happydragonschool.com,happydragonschool.com,2,6,1,28QANV,info
QANZ,NYCEEC,Q,27,Battalion Christian Academy, ,(718) 634-7172,454 Beach 67 Street,11692,1,Hammels - Arverne - Edgemere,18,1040910,155872,bcafarrockaway@gmail.com,battalionchurch.org,7,8,2,27QANZ,info
QAOC,NYCEEC,Q,28,Afro American Parents, ,(347) 676-5077,117-02 Guy Brewer Blvd,11434,1,Baisley Park,16,1044395,188580,aapedcc3@aol.com,,3,2,1,28QAOC,info
QAOO,NYCEEC,Q,28,Forest Park - Beth Jacob, ,(718) 896-4444,10235 63rd Road,11375,1,Forest Hills,88,1024841,206519,info@forestparkschool.org,forestparkpreschool.com,3,7,1,28QAOO,info
QAOQ,NYCEEC,Q,27,Rockaway Child Care Center, ,(718) 327-1384,1466 Beach Channel Dr.,11691,1,Far Rockaway - Bayswater,18,1052952,161672,rockawayccc@aol.com,,3,7,1,27QAOQ,info
QAOW,NYCEEC,Q,27,All My Children Day Care 6,Full-Day Pre-K Program that MAY Have Available Seats,(718) 322-2030,11716 Sutphin Boulevard,11434,1,Baisley Park,40,1041882,187064,info@amcearlylearn.com,allmychildrendaycare.com,3,7,1,27QAOW,info
QAPB,NYCEEC,Q,28,All My Children Day Care 4, ,(718) 526-5911,11015 164th Place,11433,1,South Jamaica,40,1043382,192083,info@allmychildrendaycare.com,allmychildrendaycare.com,3,7,1,28QAPB,info
QAPD,NYCEEC,Q,24,NY League Forest Hills West, ,(718) 639-9750,6325 Dry Harbor Road,11379,1,Middle Village,16,1019247,202210,mary.rosa@yai.org,yai.org,2,3,2,24QAPD,info
QAPK,NYCEEC,Q,28,Concerned Parents of Jamaica Early Learning Center,Full-Day Pre-K Program that MAY Have Available Seats,(718) 658-4091,143-04 101st Avenue,11435,1,Jamaica,69,1037526,192496,mmenrtor1cpjelc@gmail.com,concernedparentsofjamaica.com,3,3,2,28QAPK,info
QAPL,NYCEEC,Q,28,Sholom Day Care 1,Full-Day Pre-K Program that MAY Have Available Seats,(718) 850-2934,8204 Lefferts Boulevard,11418,1,Kew Gardens,30,1030936,197073,sholomdaycare@aol.com,,3,7,1,28QAPL,info
QAPM,NYCEEC,Q,28,Charles R Drew ELC 3, ,(718) 523-7600,16515 Archer Avenue,11433,1,Jamaica,38,1041433,195926,crddcc@aol.com,charlesrdrewforsuccess.org,3,7,2,28QAPM,info
QAPP,NYCEEC,Q,29,Be Above Site 16,Full-Day Pre-K Program that MAY Have Available Seats,(718) 978-0400,189-26 Linden Blvd,11412,1,St. Albans,56,1050411,191374,jameddir@verizon.net,,3,3,2,29QAPP,info
QAPS,NYCEEC,Q,29,Be Above 22 (New World Education Center), ,(718) 528-8751,13737 Farmers Boulevard,11434,1,Springfield Gardens North,30,1049800,184577,nwecsamuels@hotmail.com,babove.com,3,7,1,29QAPS,info
QAPU,NYCEEC,Q,29,Xcel Tiny Tots Inc., ,(718) 740-2557,113-15 Springfield Blvd,11429,1,Queens Village,18,1056311,195743,XceltinytotsUPK@gmail.com,XcelTinyTots.com,3,3,1,29QAPU,info
QAPW,NYCEEC,Q,30,Queensbridge ECDC, ,(718) 722-6026,38-11 27th Street,11101,1,Queensbridge-Ravenswood-Long Island City,96,1002192,214313,desiree.fryson@ccbq.org,ccbq.org,3,3,1,30QAPW,info
QAQC,NYCEEC,Q,27,Howard Beach Judea Center, ,(718) 848-1111,16205 90th Street,11414,1,Lindenwood - Howard Beach,18,1028325,177403,fantasyrich@aol.com,,3,3,2,27QAQC,info
QARC,NYCEEC,Q,27,Lucille Rose DCC,Full-Day Pre-K Program that MAY Have Available Seats,(718) 634-0331,148 Beach 59th St,11692,1,Hammels - Arverne - Edgemere,36,1043060,154568,lucillerosedcc@twcmetrobiz.com,,3,7,1,27QARC,info
QARE,NYCEEC,Q,30,PAL Woodside Early Learn Center, ,(718) 278-3616,5037 Broadway,11377,1,Astoria,31,1009287,214406,skelley@palnyc.org,palnyc.org,3,7,1,30QARE,info
QARG,NYCEEC,Q,28,South Jamaica Center for Children and Parents Inc. Center 1, ,(718) 526-2500,11402 Guy R Brewer Boulevard,11434,1,Baisley Park,34,1043654,190194,acanteysjc@aol.com,,3,7,1,28QARG,info
QARK,NYCEEC,Q,27,Sholom Day Care 2, ,(718) 850-2934,8437 118th Street,11418,1,Kew Gardens,14,1030561,195499,shalomdaycare@aol.com,,3,7,1,27QARK,info
QARN,NYCEEC,Q,28,All My Children Day Care 8, ,(718) 786-1166,97-30 Queens Blvd,11374,1,Rego Park,37,1023236,204754,eyusupova@amcearlylearn.com, ,3,3,2,28QARN,info
QARO,NYCEEC,Q,27,Committee for Early Childhood Development Head Start 2,Full-Day Pre-K Program that MAY Have Available Seats,(718) 848-0276,11721 Sutphin Boulevard,11434,1,Baisley Park,129,1042016,187099,charlucie@hotmail.com,cecdhs.org,3,1,1,27QARO,info
QARP,NYCEEC,Q,28,Myrtle P. Jarmon ECEC,Full-Day Pre-K Program that MAY Have Available Seats,(718) 528-0922,11655 Guy R. Brewer Boulevard,11434,1,Baisley Park,23,1044519,189050,mpjecec@yahoo.com,,3,3,1,28QARP,info
QARQ,NYCEEC,Q,26,All My Children, ,(718) 576-6812,83-10 188 Street,11423,1,Jamaica Estates - Holliswood,21,1045461,203314,grosler@amcearlylearn.com,amcearlylearn.com,3,7,1,26QARQ,info
QARX,NYCEEC,Q,24,Redeemer Lutheran School, ,(718) 821-6670,6926 Cooper Avenue,11385,1,Glendale,18,1017123,194776,redluthglenam@aol.com,redeemerLutheranschool.org,5,9,3,24QARX,info
QASB,NYCEEC,Q,24,Mi Nuevo Mundo, ,(718) 476-3128,104-19 39th Avenue,11368,1,North Corona,32,1022636,212934,mnm104100@gmail.com,,3,2,2,24QASB,info
QASC,NYCEEC,Q,25,Saint Mel School, ,(718) 539-8211,15424 26th Avenue,11354,3,Murray Hill,34,1037102,221173,cstein@stmelsacademy.org,stmelsacademy.org,8,3,1,25QASC,info
QASD,NYCEEC,Q,26,Immanuel Genius,Full-Day Pre-K Program that MAY Have Available Seats,(718) 819-0190,"213-03 Northern Boulevard, 3Fl.",11361,1,Bayside - Bayside Hills,49,1047947,216381,Geniusd26@gmail.com,immanuelgenius.com,3,6,1,26QASD,info
QASE,NYCEEC,Q,28,"Talented Little Children III/ TLC Spirit, LLC.", ,(718) 658-4384,104-40 134th Street,11419,3,South Ozone Park,24,1036286,190784,tlcspirit2000@gmail.com,TLCPreschoolnyc.com,3,7,2,28QASE,info
QASF,NYCEEC,Q,28,Ira's Parkway Day Care, ,(718) 739-6500,14120 Grand Central Parkway,11435,1,Briarwood - Jamaica Hill,18,1034924,199998,lindapinkhasov@gmail.com,Irasdaycare.com,3,3,1,28QASF,info
QASG,NYCEEC,Q,25,Positive Beginnings II, ,(718) 261-0211,71-25 Main Street,11367,1,Kew Gardens Hills,40,1033674,204304,Iecheverry@positivebeginnings.org,Positive Beginnings.org,3,3,1,25QASG,info
QASH,NYCEEC,Q,26,Jewish Institute of Queens, ,(718) 480-0100,64-41 Utopia Parkway,11365,1,Fresh Meadows - Utopia,36,1041702,207852,OFFICE@QUEENSGYMNASIA.ORG,JIQUEENS.COM,3,3,1,26QASH,info
QASI,NYCEEC,Q,29,"Early Sunrise Preschool and Kindergarten, Inc.",Full-Day Pre-K Program that MAY Have Available Seats,(718) 736-9064,187-10 Hillside Avenue,11432,1,Jamaica,28,1046683,199706,horna21547@aol.com,,3,7,2,29QASI,info
QASJ,NYCEEC,Q,28,Northside School,Full-Day Pre-K Program that MAY Have Available Seats,(718) 298-6161,84-60 Parsons Blvd,11432,1,Briarwood - Jamaica Hill,54,1037801,198967,david@nextstepcg.com,northside123.com,3,3,1,28QASJ,info
QASK,NYCEEC,Q,30,Jackson Children's Services, ,(718) 779-8800,3602 14th Street,11106,1,Queensbridge-Ravenswood-Long Island City,10,1001433,216147,jackdevctr@aol.com,Jacksonchild.com,5,3,2,30QASK,info
QASL,NYCEEC,Q,28,Bessie & Nora's Place, ,(718) 739-0884,90-05 161st Street,11432,1,Jamaica,30,1039977,196237,bessienorapl@aol.com,,3,2,1,28QASL,info
QASM,NYCEEC,Q,30,CES Childcare,Full-Day Pre-K Program that MAY Have Available Seats,(917) 832-6506,2-08 ASTORIA BLVD,11102,1,Old Astoria,18,1001907,220726,info@clevelandedu.com,,3,3,1,30QASM,info
QASN,NYCEEC,Q,27,Early Steps Family Center,Full-Day Pre-K Program that MAY Have Available Seats,(718) 888-2301,216 Beach 87th St,11693,3,Hammels - Arverne - Edgemere,20,1036465,153570,carmen.ayala@vnsny.org,vnsny.org,5,9,3,27QASN,apply
QASO,NYCEEC,Q,27,Saint Luke's Evangelical Lutheran Church, ,(718) 296-6683,87-34 85th Street,11421,1,Woodhaven,30,1023433,191028,st.lukes_ns@verizon.net,stlukesnurseryschool.weebly.com,7,7,2,27QASO,info
