LOCCODE,X,Y,PREK_TYPE,NAME,NOTE,ADDRESS,BOROUGH,ZIP,PHONE,EMAIL,WEBSITE,DAY_LENGTH,SEATS,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR
"MAUC",990176,200359,"NYCEEC","Grand St. Settlement","","300 Delancey St","M",10002,"212-228-8240","jelsayed@grandsettlement.org","http://grandsettlement.org",1,29,3,7,"01MAUC","apply","8:00 a.m","No","No",0,0,0,1,""
"MAUE",990973,202812,"NYCEEC","Cpc Jacob Riis CCC","","108 Ave D","M",10009,"212-533-9138","lshi@cpc-nyc.org","",1,8,3,7,"01MAUE","apply","8:00 a.m","No","No",0,0,0,1,""
"MAUH",990893,208696,"NYCEEC","Bellevue - Educare Childcare Center","","462 First Ave","M",10016,"212-679-2393","registrar@bellevue-educare.org","http://bellevue-educare.org",1,8,3,7,"02MAUH","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"MAUJ",1000605,225535,"NYCEEC","Children's Aid At P.S. 50","","433 East 100th St","M",10029,"646-627-7448","tmoore@childrensaidsociety.org","http://childrensaidsociety.org",1,49,3,7,"04MAUJ","apply","8:00 a.m","No","No",209,1,0,1,""
"MAUK",1004166,252638,"NYCEEC","Children's Aid Society","","93 Nagle Ave","M",10040,"212-544-0221","esthero@childrensaidsociety.org","http://childrensaidsociety.org",1,59,3,3,"06MAUK","apply","8:00 a.m","No","Yes",209,0,0,1,""
"MAUM",984303,200605,"NYCEEC","Chung Pak DCC","","125 Walker St","M",10013,"212-343-9630","epereira@cpc-nyc.org","",1,54,5,3,"02MAUM","apply","8:30 a.m","No","No",202,0,0,1,""
"MAUN",999233,223841,"NYCEEC","Eisman Day Nursery","","1794 First Ave","M",10128,"212-876-9200","eisman1@live.com","",1,39,3,7,"02MAUN","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAUP",983594,212372,"NYCEEC","Hudson Guild Children's Center","","459 West 26th St","M",10001,"212-760-9830","esiegel@hudsonguild.org","http://hudsonguild.org",1,76,3,7,"02MAUP","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",209,0,0,1,""
"MAUR",990161,202261,"NYCEEC","Educational Alliance - P.S. 15","","333 East 4th St","M",10009,"646-395-4218","maribel_oconnell@edalliance.org","http://edalliance.org",2,40,3,7,"01MAUR","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAUT",986567,219268,"NYCEEC","YWCA - NYC Polly Dodge ELC","","538 West 55th St","M",10019,"212-757-2047","mbittrolff@ywcanyc.org","http://ywcanyc.org",1,20,3,3,"02MAUT","apply","8:30 a.m","Yes","Yes",0,0,0,1,""
"MAUU",985945,201108,"NYCEEC","Garment Industry DCC","","115 Chrystie St","M",10002,"212-219-2286","kwong2@cpc-nyc.org","http://cpc-nyc.org",1,38,2,7,"02MAUU","apply","9:00 a.m","No","No",0,0,0,1,""
"MAUW",985811,198204,"NYCEEC","Hamilton Madison House Earlylearn Center 4","","77 Market St","M",10002,"212-962-3408","peteranzalone@hmhonline.org","http://hmhonline.org",1,18,3,6,"02MAUW","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAUY",982184,198044,"NYCEEC","Hamilton Madison House Earlylearn Center 6","","129 Fulton St","M",10038,"212-962-3408","peteranzalone@hmhonline.org","http://hmhonline.org",1,29,3,6,"02MAUY","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAUZ",994554,231443,"NYCEEC","Bloomingdale Family Program I","","125 West 109th St","M",10025,"212-663-4067","treyes@bloomingdalefamilyprogram.org","http://bloomingdalefamilyprogram.org",1,19,3,7,"03MAUZ","apply","8:15 a.m","No","No",0,0,0,1,""
"MAVA",994059,231104,"NYCEEC","Bloomingdale Family Program 2","","171 West 107th St","M",10025,"212-663-4070","jfvelilla@msn.com","http://bloomingdalefamilyprogram.org",1,18,3,6,"03MAVA","apply","8:15 a.m","No","No",0,0,0,1,""
"MAVB",994915,231007,"NYCEEC","Bloomingdale Family Program III","","987 Columbus Ave","M",10025,"212-663-4067","jsantiago@bloomingdalefamilyprogram.org","http://bloomingdalefamilyprogram.org",1,51,3,7,"03MAVB","apply","8:15 a.m","No","No",0,0,0,1,""
"MAVG",998665,231609,"NYCEEC","Harlem Gems At P.S. 149","","41 West 117th St","M",10026,"212-876-0633","sbrown@hcz.org","http://hcz.org",1,40,3,7,"03MAVG","apply","8:00 a.m","No","No",0,0,0,0,""
"MAVK",994301,229836,"NYCEEC","Children's Aid Society Frederick Douglass Ecp","","885 Columbus Ave","M",10025,"212-865-6337","marissab@childrensaidsociety.org","http://childrensaidsociety.org",1,38,2,1,"03MAVK","apply","8:00 a.m","No","Yes",209,0,0,1,""
"MAVM",997234,232224,"NYCEEC","Citizens Care DCC 1","","131 Saint Nicholas Ave","M",10026,"212-666-1683","skyetroy@gmail.com","",1,18,3,3,"03MAVM","apply","8:00 a.m","No","No",205,0,0,1,""
"MAVN",993659,229287,"NYCEEC","Open Door CCC","","820 Columbus Ave","M",10025,"212-749-5572","opendoorccc@aol.com","http://opendoor.org",1,38,3,7,"03MAVN","apply","8:00 a.m","No","Yes",209,0,0,1,""
"MAVO",998571,231514,"NYCEEC","Harlem Children's Zone Head Start","","60 West 117th St","M",10026,"212-369-3577","jcampbell@hcz.org","http://hcz.org",1,30,3,2,"03MAVO","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",205,0,0,1,""
"MAVQ",987913,221443,"NYCEEC","Mabel Barrett Fitzgerald DCC","","243 West 64th St","M",10023,"212-874-0860","lorin.jones@lsncny.org","",1,20,3,7,"03MAVQ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"MAVR",998516,230204,"NYCEEC","East Calvary DCC","","1 West 112th St","M",10026,"212-534-5249","eastcalvarynursery@yahoo.com","http://eastcalvarydaycare.org",1,29,3,7,"03MAVR","apply","8:00 a.m","No","No",0,0,0,1,""
"MAVX",1000287,227699,"NYCEEC","Franklin Plaza","","2081 Second Ave","M",10029,"212-828-6413","mpaige@unionsettlement.org","http://unionsettlement.org",1,29,3,7,"04MAVX","apply","8:00 a.m","No","No",0,0,0,1,""
"MAVY",999828,226237,"NYCEEC","Metro North Childcare Center","","304 East 102nd St","M",10029,"212-828-6413","mpompee@unionsettlement.org","http://unionsettlement.org",1,19,3,7,"04MAVY","apply","8:00 a.m","No","Yes",0,0,0,1,""
"MAWA",998948,225543,"NYCEEC","Union Washington CCC","","1893 2nd Ave","M",10029,"212-828-6088","kayala@unionsettlement.org","http://unionsettlement.org",1,36,3,7,"04MAWA","apply","8:00 a.m","No","Yes",0,0,0,1,""
"MAWD",1000093,225928,"NYCEEC","Addie Mae Collins 2","","345 East 101st St","M",10029,"212-831-7373","dspann@addiemaecollins.org","",1,11,3,7,"04MAWD","apply","8:00 a.m","No","No",0,1,0,1,""
"MAWG",1002503,229000,"NYCEEC","East Harlem Chs Bilingual Head Start Program","","440 East 116th St","M",10029,"212-427-9010","escuelita116@aol.com","",1,100,3,3,"04MAWG","apply","8:00 a.m","No","No",209,0,0,1,""
"MAWH",998789,229562,"NYCEEC","East Harlem Chs Bilingual Head Start - 111th","","30 East 111th St","M",10029,"212-860-7201","escuelita116@aol.com","",1,49,3,2,"04MAWH","apply","8:00 a.m","No","No",209,0,0,1,""
"MAWI",1000964,228364,"NYCEEC","Northside Center Day School","","302 - 306 East 111th St","M",10029,"646-351-1300","aparedes@northsidecenter.org","http://northsidecenter.org",2,73,5,9,"04MAWI","apply","8:30 a.m","Yes","No",209,0,0,1,""
"MAWJ",999785,234608,"NYCEEC","Harlem Gems North","","381 Lenox Ave","M",10027,"646-539-5898","adaniels@hcz.org","",1,100,3,6,"05MAWJ","apply","8:00 a.m","No","No",0,0,0,1,""
"MAWM",1001378,232832,"NYCEEC","ABC / Echo Park ECDC","","1841 Park Ave","M",10035,"646-459-6032","mrooney@a-b-c.org","",2,92,3,3,"05MAWM","apply","8:30 a.m","Yes","No",209,0,0,1,""
"MAWT",1001894,238415,"NYCEEC","Seventh Avenue Center For Family Services","","711 Lenox Ave","M",10039,"212-862-0600","dbrown@7thavenuecenter.org","http://7thavenuecenter.org",1,36,3,6,"05MAWT","apply","8:00 a.m","No","No",0,0,0,1,""
"MAWW",996309,237962,"NYCEEC","Urban Concepts / Round The Clock","","3333 Broadway","M",10031,"212-234-1870","acosta.carlos83@yahoo.com","",1,40,3,3,"05MAWW","apply","8:00 a.m","Yes","Yes",0,1,0,0,""
"MAWX",998625,235026,"NYCEEC","Utopia Children's Center","","236 West 129th St","M",10027,"212-663-7376","evansutopia@yahoo.com","",1,20,5,9,"05MAWX","apply","8:00 a.m","No","Yes",0,1,0,1,""
"MAWZ",996169,236889,"NYCEEC","Citizens Care DCC 3","","3240 Broadway","M",10027,"212-690-0742","citizenscare1@gmail.com","",1,36,3,7,"05MAWZ","apply","8:00 a.m","No","Yes",0,1,0,1,""
"MAXC",1000508,238706,"NYCEEC","ECDO Child Start Center","","249 West 144th St","M",10030,"212-234-8135","wallen@ecdo.org","http://ecdo.org",1,32,3,6,"05MAXC","apply","8:00 a.m","No","No",0,1,0,1,""
"MAXF",1001838,233323,"NYCEEC","Addie Mae Collins 1","","110 East 129th St","M",10035,"212-831-9222","dspann@addiemaecollins.org","",1,18,3,7,"05MAXF","apply","8:00 a.m","No","No",0,1,0,1,""
"MAXH",1003129,250109,"NYCEEC","St. Elizabeth Pre Kindergarten","","612 West 187th St","M",10033,"212-568-7291","tcunningham@steliznyc.org","http://saintelizabethschool.com",1,80,5,3,"06MAXH","apply","8:00 a.m","Yes","Yes",0,1,0,0,""
"MAXJ",1003176,249962,"NYCEEC","Ft. George Head Start Center # 1","","1525 Saint Nicholas Ave","M",10033,"212-795-9184","agrossbard@ftgeocenterhs.org","http://fortgeorgecenter.org",1,120,3,6,"06MAXJ","apply","7:30 a.m","No","No",0,0,0,1,""
"MAXM",999621,242578,"NYCEEC","Northern Manhattan Head Start","","529 West 155 St","M",10032,"212-926-8264","nmpprodriguez@aol.com","",1,120,3,6,"06MAXM","apply","8:30 a.m","No","No",209,0,0,1,""
"MAXO",1000897,242906,"NYCEEC","UFBCO","","474 West 159th St","M",10032,"212-281-1959","manalebish@gmail.com","",1,82,3,3,"06MAXO","apply","8:30 a.m","No","No",0,0,0,1,""
"MAXP",1001974,248555,"NYCEEC","St. Spyridon Parochial School","","124 Wadsworth Ave","M",10033,"212-795-6870","epanos48@gmail.com","",1,72,2,1,"06MAXP","apply","8:30 a.m","No","Yes",0,0,0,0,""
"MAXS",1001577,247337,"NYCEEC","Washington Heights DCC","","610 - 614 West 175th St","M",10033,"212-781-6910","whcccmcm@peoplepc.com","",1,29,5,6,"06MAXS","apply","8:00 a.m","No","No",0,0,0,1,""
"MAXT",1005493,254805,"NYCEEC","Nicholas Cardell DCC","","84 Vermilyea Ave","M",10034,"212-942-6757","yrosario@nc-dcc.org","",1,36,3,3,"06MAXT","apply","8:00 a.m","No","No",0,0,0,1,""
"MAXV",1002718,247257,"NYCEEC","Dominican Women's Development Center","","2346 Amsterdam Ave","M",10033,"212-994-6060","dwdcinfo@gmail.com","",1,36,5,9,"06MAXV","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAXX",985616,201122,"NYCEEC","Victoria Children's Group","","230 Grand St","M",10013,"212-625-9228","mportillo@victoriachildrensgroup.com","http://victoriachildrensgroup.com",1,16,3,3,"02MAXX","apply","8:30 a.m","Yes","Yes",202,0,0,0,""
"MAXZ",989041,199494,"NYCEEC","Henry Street Settlement Day Care","","301 Henry St","M",10002,"212-253-1595","sbolton@henrystreet.org","http://henrystreet.org",1,36,3,3,"01MAXZ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAYH",985826,215163,"NYCEEC","Hudson Guild","","410 West 40th St","M",10018,"212-760-9830","emendez@hudsonguild.org","http://hudsonguild.org",1,40,3,6,"02MAYH","apply","8:30 a.m","No","No",209,0,0,1,""
"MAYJ",999006,234441,"NYCEEC","New York Center For Child Development","","159 West 127th St","M",10027,"212-752-7575","drsroka@aol.com","http://nyccd.org",1,16,7,7,"05MAYJ","apply","8:00 a.m","No","No",0,0,1,0,""
"MAYL",998420,229977,"NYCEEC","Sunshine Daycare East Harlem","","1330 5th Ave","M",10026,"212-444-1177","yolanda@sunshinedaycare.com","",1,18,3,6,"03MAYL","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"MAZB",986561,201569,"NYCEEC","Evolution Enrichment Center","","38 Delancey St","M",10002,"212-375-9500","ealexeeva4@gmail.com","http://evolutionenrichment.com",1,36,3,3,"01MAZB","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"MAZI",994487,231479,"NYCEEC","Cathedral Parkway Towers Preschool","","125 West 109th St","M",10025,"212-749-0291","sandrahuntsmith@yahoo.com","",2,36,3,7,"03MAZI","apply","8:00 a.m","No","No",0,1,0,0,""
"MAZL",1001557,234624,"NYCEEC","East Harlem Block Nursery 2","","2112 Madison Ave","M",10037,"212-234-3333","lfuentesehbn@yahoo.com","",1,18,5,9,"05MAZL","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"MAZN",992338,227020,"NYCEEC","Goddard Riverside Day Care 1","","114 West 91st St","M",10025,"212-873-6865","vmoreira@goddard.org","http://goddard.org",1,54,3,7,"03MAZN","apply","8:45 a.m","No","No",0,0,0,1,""
"MAZQ",1005720,252159,"NYCEEC","Children's Aid Society's P.S. 5 Early Childhood Program","","3703 Tenth Ave","M",10034,"212-567-5787","tamarar@childrensaidsociety.org","http://childrensaidsociety.org",1,36,3,7,"06MAZQ","apply","8:00 a.m","No","No",0,1,0,1,""
"MAZS",988675,200974,"NYCEEC","Educational Alliance, Inc. At P.S. 142","","100 Attorney St","M",10002,"646-395-4202","dana_friedman@edalliance.org","http://edalliance.org",2,40,3,3,"01MAZS","apply","8:00 a.m","No","Yes",209,1,0,1,""
"MAZT",1001080,227380,"NYCEEC","Dawning Village","","2090 First Ave","M",10029,"212-369-5313","dawningvillage@yahoo.com","",1,18,5,9,"04MAZT","apply","8:00 a.m","No","No",0,0,0,1,""
"MAZZ",1001825,245069,"NYCEEC","Children's Aid Society At P.S. 8","","465 West 167th St","M",10032,"212-740-8655","moriac@childrensaidsociety.org","http://childrensaidsociety.org",1,40,3,3,"06MAZZ","apply","8:30 a.m","Yes","No",0,0,0,1,""
"MBAA",991302,203940,"NYCEEC","St. Brigid Early Childhood Academy","","185 Ave D","M",10009,"347-903-8783","admissions@stbrigidschoolny.com","http://stbrigidschoolny.com",1,90,5,9,"01MBAA","apply","9:00 a.m","Yes","Yes",0,0,0,0,""
"MBAG",988694,223933,"NYCEEC","Milestones Uws","","319 West 74th St","M",10023,"917-273-0776","debbie@milestonesuws.com","http://milestonesuws.com",1,8,7,6,"03MBAG","apply","9:00 a.m","No","No",0,0,0,0,""
"MBAJ",1000937,234910,"NYCEEC","Abyssinian Development Corp. 3","","25 West 132nd St","M",10037,"212-690-2869","jmason@adcorp.org","http://adcorp.org",1,20,3,6,"05MBAJ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,1,0,""
"MBAU",986966,218169,"NYCEEC","Sacred Heart Parochial","","456 West 52nd Streetÿÿ","M",10019,"212-246-4784","jmorano@shjsncy.org","http://shjsnyc.org",1,90,3,3,"02MBAU","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"MBBE",997864,226383,"NYCEEC","Lexington Children's Center","","115 East 98th St","M",10029,"212-410-1060","rbeza@aol.com","http://lexingtonchildrenscenter.com",1,20,3,7,"02MBBE","apply","8:00 a.m","No","No",0,1,0,1,""
"MBBG",999302,232580,"NYCEEC","Community Life Center 2","","15 Mt Morris Park West","M",10027,"212-427-3000","barbara.sanchez243@gmail.com","",1,60,3,6,"03MBBG","apply","8:00 a.m","No","No",0,0,0,1,""
"MBBJ",1003145,249930,"NYCEEC","Ft. George Child Center 1","","601 West 186 St","M",10033,"212-927-2210","eguzman@ftgeocenterhs.org","",1,17,3,6,"06MBBJ","apply","7:30 a.m","No","No",0,0,0,1,""
"MBCM",999822,233055,"NYCEEC","Singleton Gems","","23 West 124th St","M",10027,"646-545-3935","eterrell@hcz.org","http://hcz.org",1,40,3,6,"05MBCM","apply","8:00 a.m","No","No",0,0,0,0,""
"MBFX",1000120,239056,"NYCEEC","Urban Concepts / Round The Clock","","300 W 145th St","M",10039,"212-862-2273","patricia.charles@msn.com","",1,20,3,2,"05MBFX","apply","7:00 a.m","Yes","Yes",0,1,0,0,""
"MBGO",984638,208090,"NYCEEC","Salvation Army New York Templecorp","","132 West 14th St","M",10011,"212-337-7469","maya.ramirez@use.salvationarmy.org","",1,33,3,2,"02MBGO","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"MBGQ",981192,195283,"NYCEEC","CCLC At 4 NY Plaza","","4 Ny Plz","M",10004,"212-513-7367","lpacheco@cclc.com","http://cclc.com/4nyplaza",1,31,7,6,"02MBGQ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"MBGR",994825,216537,"NYCEEC","Renanim Manhattan","","336 East 61st St","M",10065,"212-371-7233","anitalazbin@gmail.com","http://renanimpreschool.com",1,16,3,7,"02MBGR","apply","10:40 a.m","Contact program about extended hours","Yes",0,0,0,0,""
"MBGS",988190,221100,"NYCEEC","Hudson Guild","","206 West 64th St","M",10023,"212-760-9830","emendez@hudsonguild.org","http://hudsonguild.org",1,32,3,6,"03MBGS","apply","8:30 a.m","No","No",0,0,0,1,""
"MBGT",991289,225207,"NYCEEC","Finger Painted Hands","","126 West 83rd St","M",10024,"212-595-5200","fph@fingerpaintedhands.net","http://fingerpaintedhands.net",1,18,7,6,"03MBGT","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"MBGU",1000579,241793,"NYCEEC","Sugar Hill Museum Preschool","","400 W 155th St","M",10032,"212-862-7155","cmelville@broadwayhousing.org","http://bhc.org",1,54,3,2,"06MBGU","apply","8:00 a.m","No","Yes",0,1,0,1,""
"MBGY",1001018,236392,"NYCEEC","Salvation Army Harlem Temple Community Center","","540 Lenox Ave","M",10037,"212-862-3900","mark.chisholm@use.salvationarmy.org","",1,18,5,9,"05MBGY","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"MBHH",982687,202114,"NYCEEC","Center Annex ( Tribeca ECC )","","21 St John's Ln","M",10013,"212-925-5641","msikarevich@cpc-nyc.org","",1,36,3,6,"02MBHH","apply","8:30 a.m","No","No",0,0,0,1,""
"MBHI",992730,229469,"NYCEEC","My Little Language School","","225 West 99th St","M",10025,"646-389-7552","david@scottgoldringassociates.com","http://uwsmontessori.com",1,35,7,7,"03MBHI","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"MBHM",979879,196574,"NYCEEC","Childcare Partners NY West","","20 West St","M",10004,"212-797-1110","manhattan@tlechildcare.com","",1,37,5,9,"02MBHM","apply","8:00 a.m","No","Yes",0,0,0,0,""
"MBHV",1000043,240250,"NYCEEC","Moreau LMSW Children & Family Services PC","","764 St Nicholas Ave","M",10031,"212-234-1036","jewelsofharlem@gmail.com","http://jewelsofharlem.com",1,20,3,6,"05MBHV","apply","8:00 a.m","No","Yes",209,1,0,0,""
"MBIW",985093,204263,"NYCEEC","Creative Steps ECC","","4 Washington Sq Vlg","M",10012,"212-982-2273","jrittenburg@universitysettlement.org","http://universitysettlement.org",1,40,7,6,"02MBIW","apply","8:40 a.m","Yes","Yes",0,0,0,0,""
"MBJS",982942,200504,"NYCEEC","NY Preschool Tribeca","","88 Leonard St","M",10013,"212-334-3301","stephanie.t@nykidsclub.com","http://nypre.com",1,18,7,3,"02MBJS","apply","8:45 a.m","Yes","Yes",0,0,0,0,""
"MBJU",987605,221411,"NYCEEC","UCP Of NYC Manhattan UPK","","80 West End Ave","M",10023,"212-683-6700","mgiordano@ucpnyc.org","http://ucpnyc.org",1,32,2,2,"03MBJU","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,1,0,""
"MBJV",986841,200508,"NYCEEC","Victoria Children's Center","","323 Grand St","M",10002,"212-625-1828","mportillo@victoriachildrensgroup.com","http://victoriachildrensgroup.com",1,56,3,3,"02MBJV","apply","8:15 a.m","Yes","Yes",202,0,0,0,""
"MBKF",1001407,230981,"NYCEEC","Sunshine Lc Of 3rd Ave","","2205 Third Ave","M",10035,"646-757-3168","marksonn@gmail.com","http://sunshinenewyork.com",1,54,3,2,"04MBKF","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"MBKK",992315,228138,"NYCEEC","River Park Nursery School","","711 Amsterdam Ave","M",10025,"212-663-1205","riverparkns@verizon.net","",1,18,5,9,"03MBKK","apply","8:40 a.m","No","Yes",0,0,0,0,""
"MBKR",990236,226090,"NYCEEC","Play Together NYC Preschool","","270 West 84th St","M",10024,"917-842-2779","nylakam@gmail.com","",1,15,5,9,"03MBKR","apply","8:30 a.m","No","No",0,1,0,0,""
"MBKS",989544,202461,"NYCEEC","Butterfly CCC","","296 East 4th St","M",10009,"347-238-9341","maria.zakarian.ny@gmail.com","",1,57,5,9,"01MBKS","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"MBKU",988577,200191,"NYCEEC","Cpc Little Star Of Broome Street","","131 Broome St","M",10002,"212-673-2680","mcheng@cpc-nyc.org","http://cpc-nyc.org/programs/earlychildhood/littlestar",1,18,3,7,"01MBKU","apply","8:30 a.m","No","Yes",0,1,0,1,""
"Q015",1051614,189303,"DOE","P.S. 15 Jackie Robinson","","121 - 15 Lucas St","Q",11413,"718-525-1670","aktori@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q015",1,36,2,3,"29Q015","apply","8:00 a.m","No","No",0,0,0,0,""
"Q017",1005622,219185,"DOE","P.S. 17 Henry David Thoreau","","28 - 37 29th St","Q",11102,"718-278-1220","rheyward@schools.nyc.gov","http://schools.nyc.gov/schoolportals/30/q017",1,36,3,3,"30Q017","apply","8:00 a.m","No","Yes",109,0,0,0,""
"Q018",1058444,206065,"DOE","P.S. 18 Winchester","","86 - 35 235th Ct","Q",11427,"718-464-4167","lcareddu2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q018",1,18,5,6,"26Q018","apply","8:15 a.m","Yes","No",0,0,0,0,""
"Q020",1032964,215709,"DOE","P.S. 20 John Bowne","","142 - 30 Barclay Ave","Q",11355,"718-359-0321","vhart@schools.nyc.gov","http://ps20q.org",1,108,2,2,"25Q020","apply","8:00 a.m","No","No",0,0,0,0,""
"Q021",1034491,221402,"DOE","P.S. 21 Edward Hart","","147 - 36 26th Ave","Q",11354,"718-445-8833","dbuszko@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q021",1,90,2,3,"25Q021","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q022",1036600,216838,"DOE","P.S. 22 Thomas Jefferson","","153 - 33 Sanford Ave","Q",11355,"718-762-4141","jmeyer5@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q022",1,36,3,3,"25Q022","apply","8:00 a.m","No","No",0,0,0,0,""
"Q026",1045769,207725,"DOE","P.S. 26 Rufus King","","195 - 02 69th Ave","Q",11365,"718-464-4505","apecore@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q026",1,30,2,7,"26Q026","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q028",1024571,211469,"DOE","P.S. 28 - The Thomas Emanuel ECC","","109 - 10 47th Ave","Q",11368,"718-271-4971","lpessut@schools.nyc.gov","http://schools.nyc.gov/schoolportals/24/q028",1,18,5,9,"24Q028","apply","8:30 a.m","Yes","No",0,0,0,0,""
"Q029",1027687,222887,"DOE","P.S. 29 Queens","","125 - 10 23rd Ave","Q",11356,"718-886-5111","jleakey@schools.nyc.gov","http://schools.nyc.gov/schoolportals/25/q029",1,36,5,9,"25Q029","apply","8:00 a.m","No","No",0,0,0,0,""
"Q031",1048255,215371,"DOE","P.S. 31 Bayside","","211 - 45 46th Rd","Q",11361,"718-423-8289","26q031@schools.nyc.gov","http://ps31q.com",1,36,2,3,"26Q031","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q032",1041260,218069,"DOE","P.S. 32 State Street","","171 - 11 35th Ave","Q",11358,"718-463-3747","derrico@schools.nyc.gov","http://ps32q.weebly.com",1,36,2,3,"25Q032","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q034",1056962,198450,"DOE","P.S. 34 John Harvard","","104 - 12 Springfield Blvd","Q",11429,"718-465-6818","pshakes@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q034",1,36,2,3,"29Q034","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q035",1048277,199369,"DOE","P.S. 35 Nathaniel Woodhull","","191 - 02 90th Ave","Q",11423,"718-465-6820","mdempsey@schools.nyc.gov","http://ps35q.org",1,36,2,3,"29Q035","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q037",1051188,185690,"DOE","Cynthia Jenkins School","","179 - 37 137th Ave","Q",11434,"718-528-5399","pbenjam@schools.nyc.gov","http://schools.nyc.gov/schoolportals/29/q037",1,54,3,3,"29Q037","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q040",1042210,192244,"DOE","P.S. 40 Samuel Huntington","","109 - 20 Un Hall St","Q",11433,"718-526-1906","tmiller33@schools.nyc.gov","http://ps40q.org",1,36,2,3,"28Q040","apply","8:00 a.m","No","No",0,0,0,0,""
"Q042",1041193,155880,"DOE","P.S. / M.S. 42 R Vernam","","488 Bch 66th St","Q",11692,"718-634-7914","pfinn3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q042",1,54,3,3,"27Q042","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q043",1050510,155650,"DOE","P.S. 43","","160 Bch 29th St","Q",11691,"718-327-5860","snicholas3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q043",1,90,2,7,"27Q043","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q045",1042896,184207,"DOE","P.S. 45 Clarence Witherspoon","","126 - 28 150th St","Q",11436,"718-529-1885","sseverin2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q045",1,36,2,3,"27Q045","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q046",1051097,211230,"DOE","P.S. 046 Alley Pond","","64 - 45 218 St","Q",11364,"718-423-8395","SKaralazarides2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/26/q046",1,18,5,9,"26Q046","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"Q047",1034022,160276,"DOE","P.S. 47 Chris Galas","","9 Power Rd","Q",11693,"718-634-7167","hlorenz@schools.nyc.gov","http://schools.nyc.gov/schoolportals/27/q047",1,18,2,3,"27Q047","apply","8:00 a.m","Yes","No",0,0,0,0,""
"Q048",1040649,192209,"DOE","P.S. 48 William Wordsworth","","108 - 29 155th St","Q",11433,"718-558-6700","amontgo@schools.nyc.gov","http://ps48q.com",1,54,3,3,"28Q048","apply","8:15 a.m","No","No",0,0,0,0,""
